NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	
N1	0.167332	0.163635	0.155258	0.140891	0.120187	0.0947201	0.0679019	0.0437071	0.0250044	0.012616	0.00558249	0.00215784	0.000726701	0.000212884	5.42036e-05	1.19929e-05	2.30647e-06	3.85821e-07	5.61893e-08	7.13335e-09	7.90639e-10	7.66576e-11	6.51882e-12	4.88141e-13	5.67673e-17	1.38565e-17	3.24281e-18	7.4476e-19	1.77139e-19	5.55523e-20	
N2	0.0156938	0.0205056	0.0299185	0.0447002	0.0645342	0.0871032	0.107956	0.121677	0.124061	0.114105	0.0945366	0.070512	0.0473441	0.0286246	0.015593	0.00765906	0.00339553	0.00136031	0.000493143	0.000162046	4.8363e-05	1.31431e-05	3.26299e-06	7.43344e-07	1.56366e-07	3.06615e-08	5.69468e-09	1.03359e-09	1.9809e-10	5.42128e-11	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.0103045	0.0141831	0.0225779	0.0373091	0.0593545	0.0870117	0.114767	0.134463	0.138974	0.126246	0.100611	0.070289	0.0430423	0.0231114	0.0108887	0.00450551	0.00163918	0.000525037	0.00014828	3.69846e-05	8.16248e-06	1.5974e-06	2.77908e-07	4.31191e-08	5.99361e-09	7.52131e-10	8.66208e-11	9.55774e-12	1.14908e-12	2.33611e-13	
N4	0.00479851	0.00658453	0.0105713	0.0180314	0.0304251	0.0486112	0.0717407	0.0964568	0.117244	0.128271	0.125995	0.110953	0.0875315	0.0618434	0.0391322	0.0221818	0.0112688	0.0051338	0.00209898	0.000770859	0.000254571	7.56986e-05	2.03041e-05	4.92538e-06	1.0854e-06	2.19127e-07	4.12535e-08	7.54923e-09	1.50378e-09	4.69758e-10	
N5	9.75984e-14	2.00065e-12	4.79998e-11	1.00684e-09	1.80397e-08	2.72148e-07	3.40363e-06	3.46863e-05	0.000282588	0.00180208	0.00879231	0.0320575	0.085469	0.163975	0.22468	0.219428	0.152698	0.0757116	0.0267916	0.00681431	0.00126526	0.000175175	1.85037e-05	1.52505e-06	1.002e-07	5.36308e-09	2.39791e-10	9.28214e-12	3.33072e-13	1.64179e-14	
ADCATR_Trechus_quadristriatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Trechus_obtusus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.00203679	0.00298959	0.00524479	0.00974277	0.0178198	0.0308507	0.049474	0.072599	0.0967899	0.116741	0.127054	0.124577	0.10994	0.087282	0.0623237	0.0400272	0.0231273	0.0120262	0.00563113	0.0023758	0.000903891	0.000310408	9.63366e-05	2.70677e-05	6.9061e-06	1.61057e-06	3.49142e-07	7.38461e-08	1.76113e-08	6.89393e-09	
