NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	
N1	0.224389	0.207757	0.177559	0.139704	0.100956	0.0668641	0.0405072	0.0224057	0.0112963	0.00518303	0.00216106	0.00081772	0.000280461	8.70958e-05	2.44658e-05	6.21143e-06	1.42423e-06	2.94756e-07	5.50331e-08	9.26608e-09	1.40655e-09	1.92453e-10	2.37333e-11	2.6379e-12	2.64272e-13	4.54345e-17	1.29655e-17	3.51386e-18	9.04568e-19	2.21232e-19	5.14166e-20	1.13583e-20	2.3856e-21	4.76519e-22	9.0552e-23	1.63756e-23	2.81959e-24	4.62851e-25	7.3012e-26	1.17162e-26	2.74695e-27	
N2	0.214585	0.194155	0.166261	0.134382	0.102233	0.0730055	0.0488115	0.0304859	0.017751	0.00961983	0.0048454	0.00226581	0.000982791	0.000395138	0.000147187	5.07784e-05	1.62215e-05	4.79824e-06	1.31423e-06	3.33367e-07	7.83332e-08	1.70561e-08	3.44267e-09	6.44455e-10	1.11942e-10	1.80526e-11	2.70454e-12	3.76643e-13	4.87908e-14	5.88326e-15	6.60818e-16	6.91931e-17	6.7599e-18	6.16863e-19	5.26623e-20	4.21721e-21	3.1832e-22	2.2859e-23	1.59228e-24	1.14235e-25	1.246e-26	
ADCASC_Dyschirius_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.202471	0.184852	0.161134	0.133634	0.105014	0.0778605	0.0542382	0.0353608	0.0215016	0.0121583	0.00637774	0.00309735	0.00139047	0.0005763	0.000220323	7.76446e-05	2.52123e-05	7.54148e-06	2.07779e-06	5.27309e-07	1.23286e-07	2.65614e-08	5.27502e-09	9.6607e-10	1.63232e-10	2.54589e-11	3.66739e-12	4.88227e-13	6.01049e-14	6.84722e-15	7.22333e-16	7.0614e-17	6.40169e-18	5.38613e-19	4.20893e-20	3.05726e-21	2.06637e-22	1.30282e-23	7.7612e-25	4.76215e-26	5.14335e-27	
N4	0.11469	0.11716	0.123541	0.128064	0.125716	0.114262	0.0949602	0.0716594	0.0488986	0.0300921	0.0166704	0.00830269	0.00371431	0.00149167	0.000537612	0.000173875	5.04708e-05	1.3153e-05	3.07905e-06	6.4788e-07	1.22631e-07	2.0899e-08	3.2099e-09	4.44795e-10	5.56696e-11	6.30048e-12	6.4558e-13	5.99631e-14	5.055e-15	3.87268e-16	2.69966e-17	1.71462e-18	9.93449e-20	5.25767e-21	2.54488e-22	1.12808e-23	4.58645e-25	1.71525e-26	5.96859e-28	2.07299e-29	1.18392e-30	
N5	0.094608	0.10034	0.111975	0.123099	0.127516	0.121532	0.10528	0.0823545	0.0579458	0.0365795	0.0206807	0.0104584	0.004727	0.00190865	0.000688384	0.000221798	6.3867e-05	1.64457e-05	3.78995e-06	7.82407e-07	1.44852e-07	2.40785e-08	3.59838e-09	4.84113e-10	5.87164e-11	6.42946e-12	6.36549e-13	5.7066e-14	4.63939e-15	3.42558e-16	2.30063e-17	1.40751e-18	7.85599e-20	4.00671e-21	1.87064e-22	8.01389e-24	3.16286e-25	1.15953e-26	4.02582e-28	1.40021e-29	7.19293e-31	
N6	0.0187373	0.0243608	0.0382147	0.0625458	0.0966001	0.132851	0.157386	0.157463	0.13143	0.090847	0.051798	0.0243277	0.00941718	0.00301069	0.000797439	0.000175671	3.2327e-05	4.99243e-06	6.50138e-07	7.17322e-08	6.73714e-09	5.41094e-10	3.73266e-11	2.221e-12	1.14451e-13	5.12756e-15	2.00454e-16	6.86207e-18	2.06386e-19	5.47103e-21	1.28216e-22	2.66417e-24	4.92205e-26	8.10751e-28	1.19403e-29	1.57742e-31	1.87805e-33	2.03301e-35	2.04368e-37	2.03144e-39	2.72543e-41	
N7	0.0183959	0.0239915	0.0378523	0.0624312	0.0972119	0.134568	0.159875	0.159554	0.131972	0.0897301	0.0499263	0.0226946	0.00843157	0.00256546	0.000641324	0.000132244	2.25952e-05	3.21429e-06	3.82577e-07	3.8288e-08	3.23761e-09	2.3241e-10	1.42276e-11	7.4603e-13	3.36462e-14	1.31039e-15	4.4238e-17	1.29923e-18	3.33087e-20	7.47886e-22	1.47528e-23	2.56433e-25	3.93919e-27	5.3635e-29	6.49363e-31	7.01929e-33	6.81867e-35	6.03053e-37	5.00203e-39	4.19812e-41	4.99357e-43	
N8	0.0175444	0.0236537	0.0389807	0.0667128	0.106318	0.147914	0.172704	0.164972	0.126747	0.0774455	0.0373727	0.0141907	0.00423496	0.000994182	0.000184034	2.69585e-05	3.13882e-06	2.91925e-07	2.18037e-08	1.31508e-09	6.44137e-11	2.5766e-12	8.46377e-14	2.2955e-15	5.16742e-17	9.70426e-19	1.52784e-20	2.02616e-22	2.27367e-24	2.1684e-26	1.76496e-28	1.23103e-30	7.38646e-33	3.82708e-35	1.71849e-37	6.71162e-40	2.28814e-42	6.83653e-45	1.80134e-47	4.30761e-50	1.34465e-52	
N9	0.016522	0.0230132	0.0394542	0.0696096	0.112837	0.157287	0.180939	0.167111	0.121557	0.0687086	0.0299018	0.00995973	0.00253033	0.000489655	7.21927e-05	8.12202e-06	6.99094e-07	4.61958e-08	2.35315e-09	9.28288e-11	2.85026e-12	6.84795e-14	1.29452e-15	1.93639e-17	2.30515e-19	2.19654e-21	1.68505e-23	1.04666e-25	5.29385e-28	2.19241e-30	7.47529e-33	2.1096e-35	4.95335e-38	9.72566e-41	1.60471e-43	2.23562e-46	2.64201e-49	2.6604e-52	2.29263e-55	1.7021e-58	1.38103e-61	
N10	0.0130937	0.0186989	0.0327238	0.058429	0.0961497	0.138078	0.167518	0.168122	0.137622	0.0910415	0.0484039	0.0206289	0.00704521	0.00193103	0.000426003	7.5939e-05	1.09891e-05	1.29756e-06	1.25698e-07	1.00459e-08	6.66134e-10	3.68535e-11	1.71055e-12	6.69692e-14	2.22313e-15	6.28927e-17	1.52368e-18	3.17597e-20	5.72134e-22	8.94589e-24	1.2191e-25	1.45364e-27	1.52233e-29	1.40526e-31	1.14736e-33	8.31312e-36	5.36213e-38	3.0895e-40	1.59998e-42	7.71601e-45	5.12321e-47	
