NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
N1	0.227799	0.210356	0.179415	0.140793	0.101025	0.065822	0.0386795	0.0203789	0.00957933	0.0040016	0.001481	0.000484504	0.000139869	3.5588e-05	7.97429e-06	1.57282e-06	2.73007e-07	4.17049e-08	5.60802e-09	6.64064e-10	6.92815e-11	6.3726e-12	5.17179e-13	5.5695e-17	1.40181e-17	3.3189e-18	7.39566e-19	1.55204e-19	3.06961e-20	5.72692e-21	1.00945e-21	1.6865e-22	2.6924e-23	4.19681e-24	6.79503e-25	1.50703e-25	
N2	0.112196	0.11789	0.120635	0.119485	0.113697	0.103166	0.0886707	0.0717903	0.0545095	0.0386824	0.0255896	0.01575	0.00900621	0.00477968	0.00235249	0.00107328	0.000453742	0.000177722	6.4488e-05	2.16789e-05	6.75251e-06	1.94912e-06	5.21505e-07	1.29375e-07	2.97683e-08	6.35526e-09	1.25939e-09	2.31755e-10	3.96229e-11	6.29746e-12	9.31264e-13	1.2842e-13	1.66486e-14	2.10032e-15	2.98121e-16	7.79314e-17	
N3	0.0977062	0.103879	0.108658	0.110933	0.10952	0.103627	0.0932416	0.0792742	0.0633663	0.0474368	0.033162	0.0216021	0.0130916	0.00737291	0.00385556	0.00187115	0.000842487	0.000351867	0.000136314	4.89867e-05	1.63327e-05	5.05329e-06	1.45127e-06	3.87012e-07	9.58668e-08	2.20684e-08	4.7234e-09	9.40606e-10	1.74435e-10	3.0171e-11	4.88104e-12	7.42965e-13	1.0786e-13	1.54822e-14	2.47376e-15	6.74118e-16	
N4	0.0794008	0.0872542	0.0962628	0.104264	0.10878	0.107874	0.100824	0.0883534	0.0723541	0.0552524	0.0392862	0.0259813	0.0159685	0.00911557	0.00483083	0.00237593	0.00108424	0.000459035	0.000180292	6.56957e-05	2.22114e-05	6.96895e-06	2.02962e-06	5.48832e-07	1.37844e-07	3.21676e-08	6.97785e-09	1.40769e-09	2.64264e-10	4.62062e-11	7.53748e-12	1.15189e-12	1.66931e-13	2.38719e-14	3.86685e-15	1.1018e-15	
N5	1.01934e-05	3.16487e-05	0.000129647	0.000504008	0.00172987	0.0051607	0.0133115	0.0295878	0.0565086	0.0924938	0.129458	0.154651	0.157464	0.136533	0.100781	0.0633455	0.0339315	0.0155105	0.00606154	0.00202984	0.000583991	0.000144774	3.10236e-05	5.7658e-06	9.32586e-07	1.31736e-07	1.63097e-08	1.77599e-09	1.70694e-10	1.45316e-11	1.09997e-12	7.43911e-14	4.53422e-15	2.54919e-16	1.44637e-17	1.38659e-18	
N6	2.00931e-08	1.05371e-07	8.09855e-07	6.01553e-06	3.91206e-05	0.000215983	0.000998604	0.00383447	0.0121498	0.0315937	0.0670999	0.11592	0.162359	0.183915	0.168234	0.124195	0.074018	0.0356581	0.013916	0.00441297	0.00114155	0.000241993	4.22571e-05	6.11249e-06	7.36729e-07	7.44347e-08	6.34212e-09	4.5842e-10	2.82735e-11	1.49629e-12	6.83146e-14	2.70474e-15	9.33616e-17	2.83631e-18	8.05112e-20	3.84428e-21	
ADCACA_Calosoma_inquistor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Carabus_auronitens	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	8.57589e-13	2.3341e-11	7.67964e-10	2.15708e-08	4.82768e-07	8.30639e-06	0.000106946	0.00100488	0.00671675	0.0310987	0.0971055	0.199492	0.264489	0.224051	0.121484	0.0427214	0.00995446	0.00157676	0.000174371	1.38144e-05	8.0301e-07	3.49988e-08	1.16621e-09	3.02297e-11	6.19091e-13	1.01566e-14	1.35148e-16	1.47493e-18	1.33356e-20	1.00806e-22	6.4241e-25	3.47793e-27	1.612e-29	6.47241e-32	2.35719e-34	1.15383e-36	
N8	3.07588e-14	1.2629e-12	7.00419e-11	3.12091e-09	1.05064e-07	2.59849e-06	4.60378e-05	0.000569258	0.00477868	0.0264577	0.0938545	0.207712	0.280935	0.229732	0.113782	0.0346167	0.00662206	0.000819316	6.75269e-05	3.81509e-06	1.51748e-07	4.35412e-09	9.21246e-11	1.46593e-12	1.78564e-14	1.6917e-16	1.26447e-18	7.55359e-21	3.64869e-23	1.44036e-25	4.69204e-28	1.2725e-30	2.89665e-33	5.57696e-36	9.18985e-39	1.78819e-41	
N9	1.61577e-19	2.38652e-17	4.06922e-15	5.40454e-13	5.39752e-11	3.95321e-09	2.06397e-07	7.42951e-06	0.000177174	0.00266677	0.0238609	0.117758	0.29285	0.336602	0.177009	0.0432828	0.00539395	0.000376492	1.59035e-05	4.32207e-07	7.9343e-09	1.02345e-10	9.58262e-13	6.69234e-15	3.56767e-17	1.48091e-19	4.86967e-22	1.28781e-24	2.77573e-27	4.93424e-30	7.31108e-33	9.11594e-36	9.64762e-39	8.73461e-42	6.82908e-45	5.9764e-48	
ADCACA_Pamborus_opacus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Pamborus_tropicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Carabus_nemoralis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Pamborus_alternans	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	0.175402	0.17621	0.165299	0.144282	0.11657	0.0867013	0.0590759	0.0367311	0.0207791	0.0106737	0.00497248	0.00209962	0.00080349	0.000278758	8.7731e-05	2.50685e-05	6.51042e-06	1.53854e-06	3.31275e-07	6.50788e-08	1.1681e-08	1.91839e-09	2.88705e-10	3.98723e-11	5.06095e-12	5.91255e-13	6.36699e-14	6.32916e-15	5.81651e-16	4.94996e-17	3.90935e-18	2.87612e-19	1.98838e-20	1.32488e-21	9.36314e-23	1.15688e-23	
ADCACA_Carabus_punctatoauratus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Carabus_granulatus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Cychrus_caraboides	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	0.0750819	0.0824557	0.091059	0.09912	0.10447	0.105216	0.100357	0.0901191	0.075884	0.0597493	0.0439014	0.0300549	0.0191482	0.0113427	0.00624266	0.00319047	0.00151357	0.000666356	0.000272208	0.000103173	3.62848e-05	1.18421e-05	3.58723e-06	1.00885e-06	2.63494e-07	6.39361e-08	1.44194e-08	3.0242e-09	5.90283e-10	1.07355e-10	1.82349e-11	2.90803e-12	4.41361e-13	6.63109e-14	1.12257e-14	3.27149e-15	
ADCANE_Notiophilus_sp	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
