NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	
N1	0.305274	0.260553	0.191402	0.121748	0.0673605	0.0325296	0.0137484	0.0050964	0.00165985	0.000475657	0.000120081	2.67346e-05	5.25414e-06	9.12297e-07	1.40065e-07	1.90291e-08	2.28945e-09	2.44112e-10	2.30844e-11	1.93752e-12	1.44445e-13	2.50511e-17	6.08272e-18	1.39365e-18	3.01421e-19	6.15667e-20	1.18812e-20	2.16723e-21	3.73839e-22	6.10092e-23	9.42421e-24	1.37863e-24	1.91087e-25	2.51125e-26	3.13246e-27	3.7175e-28	4.22527e-29	4.69216e-30	5.41928e-31	8.66053e-32	
N2	0.165164	0.1656	0.155334	0.136665	0.112984	0.0878754	0.0643522	0.0443947	0.0288609	0.017684	0.0102138	0.00556097	0.00285424	0.00138108	0.000630022	0.000270974	0.000109894	4.20283e-05	1.51599e-05	5.15834e-06	1.65604e-06	5.01735e-07	1.43493e-07	3.87486e-08	9.88275e-09	2.38139e-09	5.42323e-10	1.16763e-10	2.37757e-11	4.58034e-12	8.35157e-13	1.44184e-13	2.35799e-14	3.65507e-15	5.37579e-16	7.52401e-17	1.01232e-17	1.36099e-18	2.11743e-19	6.0417e-20	
N3	0.068516	0.0859966	0.111193	0.134494	0.145857	0.139624	0.117262	0.0861406	0.0552435	0.0308861	0.0150385	0.0063723	0.00234896	0.000753191	0.000210122	5.10237e-05	1.07919e-05	1.98991e-06	3.20209e-07	4.50214e-08	5.53822e-09	5.9692e-10	5.64583e-11	4.69365e-12	3.43559e-13	2.21798e-14	1.2652e-15	6.38854e-17	2.8608e-18	1.13824e-19	4.03144e-21	1.2735e-22	3.59499e-24	9.08836e-26	2.06307e-27	4.22379e-29	7.88085e-31	1.38257e-32	2.52822e-34	6.99029e-36	
N4	0.0724974	0.0901203	0.115034	0.137306	0.146889	0.138581	0.114547	0.082675	0.0519907	0.0284398	0.0135157	0.00557542	0.00199529	0.000619322	0.000166735	3.89463e-05	7.8969e-06	1.39095e-06	2.13016e-07	2.83933e-08	3.29782e-09	3.34196e-10	2.95896e-11	2.2923e-12	1.55619e-13	9.27258e-15	4.85725e-16	2.24057e-17	9.11671e-19	3.27776e-20	1.04311e-21	2.94345e-23	7.37808e-25	1.646e-26	3.27597e-28	5.83882e-30	9.40504e-32	1.413e-33	2.27986e-35	8.2558e-37	
ADCACA_Calosoma_inquistor	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.0751502	0.0925957	0.116924	0.138234	0.146679	0.137392	0.112827	0.0809463	0.0506207	0.0275477	0.0130296	0.00535165	0.00190779	0.000590155	0.000158428	3.69207e-05	7.47358e-06	1.31505e-06	2.01336e-07	2.68498e-08	3.12276e-09	3.17175e-10	2.81741e-11	2.19208e-12	1.49628e-13	8.97517e-15	4.73898e-16	2.20647e-17	9.07519e-19	3.30321e-20	1.06593e-21	3.05516e-23	7.79209e-25	1.77186e-26	3.59991e-28	6.55406e-30	1.07566e-31	1.62485e-33	2.52282e-35	8.2588e-37	
ADCACA_Cychrus_caraboides	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.24501	0.250904	0.223226	0.156583	0.0819027	0.0313669	0.00882556	0.00184907	0.000293454	3.59082e-05	3.44558e-06	2.6334e-07	1.62591e-08	8.21349e-10	3.43372e-11	1.20021e-12	3.54008e-14	8.88465e-16	1.91165e-17	3.55046e-19	5.72769e-21	8.07174e-23	9.98904e-25	1.0908e-26	1.05578e-28	9.09496e-31	7.00011e-33	4.8311e-35	2.99976e-37	1.6811e-39	8.52823e-42	3.92731e-44	1.64607e-46	6.29514e-49	2.20193e-51	7.06125e-54	2.08246e-56	5.69379e-59	1.50314e-61	5.40384e-64	
N7	0.190815	0.361196	0.340544	0.096535	0.0103741	0.000522068	1.41482e-05	2.27149e-07	2.31466e-09	1.57735e-11	7.49008e-14	2.56232e-16	6.49162e-19	1.24669e-21	1.85142e-24	2.16314e-27	2.01862e-30	1.52476e-33	9.43337e-37	4.83111e-40	2.06766e-43	7.45934e-47	2.28617e-50	5.99512e-54	1.35395e-57	2.64923e-61	4.51594e-65	6.74061e-69	8.8516e-73	1.02711e-76	1.05744e-80	9.69594e-85	7.94614e-89	5.83981e-93	3.86073e-97	2.3027e-101	1.2425e-105	6.08108e-110	2.71041e-114	1.28665e-118	
