NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	
N1	0.320781	0.269495	0.191812	0.116275	0.0602332	0.0267193	0.0101619	0.00331562	0.000928378	0.000223104	4.60202e-05	8.14891e-06	1.23899e-06	1.61818e-07	1.81656e-08	1.75446e-09	1.45987e-10	1.04898e-11	6.53704e-13	4.69879e-17	1.03722e-17	2.2171e-18	4.89318e-19	1.45797e-19	
N2	0.156673	0.159964	0.154733	0.140997	0.120127	0.0949549	0.069156	0.0461429	0.0280832	0.0155413	0.00780401	0.00355137	0.00146384	0.000546566	0.000184979	5.68164e-05	1.58699e-05	4.044e-06	9.4503e-07	2.0434e-07	4.1573e-08	8.25992e-09	1.78354e-09	5.991e-10	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.125707	0.138662	0.151315	0.155654	0.144559	0.117395	0.0815715	0.0478116	0.0234235	0.00953659	0.00321574	0.000896554	0.000206582	3.93618e-05	6.21063e-06	8.13214e-07	8.8623e-08	8.06938e-09	6.17211e-10	3.99986e-11	2.23308e-12	1.11952e-13	5.74318e-15	5.11349e-16	
N4	0.124565	0.137879	0.151206	0.156238	0.145503	0.118207	0.0819375	0.0477621	0.0231948	0.00932967	0.00309757	0.000847457	0.000190979	3.54723e-05	5.43814e-06	6.89608e-07	7.25421e-08	6.35408e-09	4.65902e-10	2.88447e-11	1.53384e-12	7.29676e-14	3.50286e-15	2.91981e-16	
N5	0.108154	0.122757	0.14044	0.152746	0.150175	0.128655	0.0936898	0.0570744	0.0287975	0.0119653	0.00408214	0.00114248	0.00026244	4.95581e-05	7.71112e-06	9.91561e-07	1.05736e-07	9.38774e-09	6.97298e-10	4.36174e-11	2.32423e-12	1.08307e-13	4.7877e-15	3.24378e-16	
N6	0.0911562	0.106779	0.128525	0.148035	0.153962	0.138979	0.106203	0.0676726	0.0356455	0.0154509	0.00550202	0.00161001	0.000387779	7.70798e-05	1.26875e-05	1.73633e-06	1.98481e-07	1.90546e-08	1.54686e-09	1.07223e-10	6.44463e-12	3.44975e-13	1.74697e-14	1.2562e-15	
ADCATR_Bembidion_coxendix	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.0608721	0.0839775	0.122403	0.162099	0.18078	0.163501	0.117495	0.0663166	0.0292132	0.0100145	0.00267044	0.000554677	8.99957e-05	1.14506e-05	1.14797e-06	9.11774e-08	5.77105e-09	2.92912e-10	1.19985e-11	3.993e-13	1.08754e-14	2.4562e-16	4.89985e-18	1.45352e-19	
