NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	
N1	0.328368	0.274947	0.193533	0.114208	0.0561136	0.0227484	0.00753682	0.00202244	0.000436155	7.51229e-05	1.02863e-05	1.11624e-06	9.58371e-08	6.50719e-09	3.49619e-10	1.48862e-11	5.03416e-13	2.82845e-17	4.14976e-18	5.45319e-19	6.43336e-20	6.83661e-21	6.58876e-22	5.8689e-23	5.13777e-24	5.86515e-25	
N2	0.174449	0.178844	0.172317	0.152845	0.122523	0.0876058	0.0554162	0.0308654	0.015099	0.00648013	0.0024395	0.00080592	0.000233858	5.968e-05	1.34149e-05	2.66068e-06	4.66531e-07	7.2469e-08	9.99494e-09	1.227e-09	1.3449e-10	1.3227e-11	1.17999e-12	9.85224e-14	8.58468e-15	1.24571e-15	
ADCANE_Nebria_brevicollis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.131538	0.146599	0.159904	0.160771	0.143293	0.110821	0.0735221	0.0415765	0.0199685	0.00812968	0.00280345	0.000818927	0.000202804	4.26356e-05	7.62295e-06	1.16164e-06	1.5125e-07	1.68715e-08	1.61695e-09	1.33542e-10	9.53414e-12	5.90506e-13	3.18994e-14	1.52748e-15	7.07048e-17	5.5802e-18	
N4	0.160975	0.167098	0.165089	0.151916	0.127417	0.0956908	0.0635085	0.0369118	0.0186762	0.00819676	0.00311472	0.00102417	0.000291522	7.19107e-05	1.53974e-05	2.86756e-06	4.65575e-07	6.60652e-08	8.21516e-09	8.97673e-10	8.64412e-11	7.3587e-12	5.56612e-13	3.80753e-14	2.61074e-15	3.23391e-16	
N5	0.0409419	0.0713011	0.122527	0.173468	0.195194	0.172825	0.119788	0.0647954	0.0273162	0.00898116	0.0023098	0.000467179	7.48652e-05	9.58966e-06	9.91308e-07	8.35096e-08	5.78822e-09	3.33129e-10	1.60579e-11	6.5354e-13	2.26269e-14	6.71158e-16	1.71826e-17	3.84578e-19	7.98633e-21	2.61185e-22	
ADCATR_Perileptus_areolatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_ruficorne	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.0842788	0.1423	0.228691	0.25627	0.180591	0.0798328	0.0229101	0.0044516	0.000609302	6.07965e-05	4.55249e-06	2.62142e-07	1.18491e-08	4.27874e-10	1.25304e-11	3.01512e-13	6.02971e-15	1.01232e-16	1.43967e-18	1.74832e-20	1.82628e-22	1.6525e-24	1.30571e-26	9.15151e-29	6.00568e-31	5.3738e-33	
ADCATR_Trechus_quadristriatus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Trechus_obtusus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.0791107	0.0978326	0.12534	0.150595	0.159774	0.144986	0.110643	0.0703559	0.0370922	0.0161735	0.00582797	0.0017362	0.00042816	8.75759e-05	1.48939e-05	2.11214e-06	2.50556e-07	2.49476e-08	2.09237e-09	1.48372e-10	8.93023e-12	4.58214e-13	2.01643e-14	7.72292e-16	2.77819e-17	1.67393e-18	
