NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	
N1	0.253901	0.22866	0.186002	0.13661	0.0903761	0.0536756	0.0285136	0.0135	0.00567856	0.00211639	0.000697374	0.000202828	5.20079e-05	1.17477e-05	2.33671e-06	4.09249e-07	6.31232e-08	8.57839e-09	1.02787e-09	1.08693e-10	1.01565e-11	8.40047e-13	6.89124e-17	1.7615e-17	4.26028e-18	9.79231e-19	2.15455e-19	4.59044e-20	9.63896e-21	2.06197e-21	5.51461e-22	
N2	0.0169364	0.0215081	0.0299467	0.0424758	0.05857	0.0765484	0.0935651	0.106187	0.111443	0.107907	0.0962681	0.0790697	0.0597659	0.0415655	0.0265977	0.0156615	0.00848774	0.00423494	0.00194605	0.000823951	0.000321589	0.000115771	3.84675e-05	1.18078e-05	3.35311e-06	8.83489e-07	2.17539e-07	5.10425e-08	1.20581e-08	3.32802e-09	1.49202e-09	
N3	1.01119e-05	2.77567e-05	9.91615e-05	0.000352048	0.00114979	0.00336008	0.00867923	0.0196876	0.0390557	0.067551	0.101619	0.132692	0.15015	0.147047	0.124513	0.0911018	0.057578	0.0314348	0.0148298	0.00604927	0.00213559	0.000653291	0.000173427	4.00267e-05	8.0509e-06	1.41639e-06	2.19491e-07	3.04717e-08	3.96912e-09	5.54621e-10	1.27694e-10	
N4	4.40992e-06	1.22198e-05	4.62149e-05	0.000179235	0.000647265	0.00209266	0.00594923	0.0147376	0.0316481	0.0587149	0.0938723	0.129078	0.152404	0.154317	0.133868	0.099426	0.0632004	0.0343805	0.0160096	0.00638503	0.00218284	0.000640394	0.000161454	3.50413e-05	6.56117e-06	1.06312e-06	1.49888e-07	1.86376e-08	2.13427e-09	2.6416e-10	6.06313e-11	
N5	7.25842e-06	2.85555e-05	0.000161433	0.000858204	0.00381828	0.0136859	0.0387978	0.0859475	0.147497	0.195002	0.198196	0.155098	0.0938997	0.0443066	0.0164422	0.00484702	0.00114678	0.000219986	3.45517e-05	4.48468e-06	4.85239e-07	4.41222e-08	3.39707e-09	2.23019e-10	1.25675e-11	6.11888e-13	2.59322e-14	9.67374e-16	3.25323e-17	1.05989e-18	5.26891e-20	
ADCACA_Carabus_granulatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Carabus_punctatoauratus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	3.03661e-15	6.16502e-14	1.58856e-12	3.68904e-11	7.35824e-10	1.23081e-08	1.69998e-07	1.91736e-06	1.75021e-05	0.000128304	0.000750107	0.00347508	0.0126842	0.0362924	0.0810538	0.140823	0.189882	0.198434	0.16067	0.100863	0.0491714	0.0186617	0.00553189	0.00128605	0.000235664	3.4259e-05	3.98747e-06	3.77504e-07	3.00781e-08	2.21841e-09	2.29528e-10	
N7	4.76034e-15	9.44253e-14	2.67583e-12	6.78647e-11	1.43789e-09	2.49566e-08	3.51124e-07	3.97094e-06	3.58187e-05	0.000255791	0.00143595	0.00629485	0.0214173	0.0562502	0.113518	0.175393	0.206948	0.186224	0.127788	0.0669478	0.0268408	0.00826375	0.00196254	0.000361446	5.19456e-05	5.86725e-06	5.25312e-07	3.77237e-08	2.22667e-09	1.19778e-10	1.09727e-11	
N8	3.46584e-21	2.72022e-19	2.74455e-17	2.32557e-15	1.59034e-13	8.64299e-12	3.67973e-10	1.20844e-08	3.01001e-07	5.58445e-06	7.57169e-05	0.000735935	0.00503385	0.0238326	0.0770122	0.167944	0.245068	0.23796	0.153419	0.0658006	0.0188956	0.00367463	0.000491718	4.6152e-05	3.10162e-06	1.52359e-07	5.5799e-09	1.55293e-10	3.3607e-12	6.06097e-14	1.52178e-15	
ADCACA_Pamborus_alternans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N9	1.953e-22	2.68153e-20	4.43181e-18	5.92175e-16	6.22147e-14	5.04881e-12	3.103e-10	1.41236e-08	4.64166e-07	1.07085e-05	0.000168311	0.00175129	0.0117983	0.0508842	0.139768	0.243405	0.267005	0.182984	0.0778306	0.0205713	0.00342748	0.00036856	2.62897e-05	1.27935e-06	4.3637e-08	1.06984e-09	1.9294e-11	2.61403e-13	2.71407e-15	2.23808e-17	2.36372e-19	
ADCACA_Pamborus_opacus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Pamborus_tropicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Calosoma_inquistor	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	9.27532e-22	3.13602e-20	1.55232e-18	6.9036e-17	2.63498e-15	8.54733e-14	2.34094e-12	5.37919e-11	1.03051e-09	1.63535e-08	2.13604e-07	2.28179e-06	1.98096e-05	0.000138912	0.000782148	0.00351598	0.012551	0.0354023	0.0785551	0.136607	0.185642	0.196791	0.16264	0.10489	0.0529121	0.0209594	0.00655618	0.00163329	0.000329898	5.77355e-05	1.2694e-05	
ADCACA_Carabus_auronitens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
ADCACA_Carabus_nemoralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
ADCACA_Cychrus_caraboides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	0.0102204	0.0141521	0.0226729	0.0376232	0.0600085	0.0881283	0.116356	0.136259	0.14042	0.126758	0.0999689	0.0687879	0.0412785	0.0216068	0.00987218	0.00394152	0.00137702	0.000421641	0.00011336	2.68126e-05	5.59088e-06	1.02997e-06	1.68016e-07	2.43281e-08	3.13535e-09	3.60992e-10	3.73761e-11	3.53318e-12	3.17483e-13	3.02934e-14	4.48049e-15	
ADCANE_Notiophilus_sp	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N12	0.00849421	0.012588	0.021954	0.0391363	0.065671	0.0992361	0.13176	0.151521	0.14961	0.126167	0.0905847	0.0552768	0.0286483	0.0126105	0.00471738	0.00150123	0.00040698	9.41461e-05	1.86192e-05	3.15473e-06	4.58969e-07	5.74725e-08	6.20979e-09	5.80444e-10	4.70646e-11	3.32022e-12	2.04522e-13	1.10645e-14	5.3463e-16	2.52538e-17	2.11858e-18	
N13	0.0273568	0.0373442	0.057225	0.0869182	0.120872	0.147539	0.154729	0.137917	0.103921	0.0660392	0.0353759	0.0159862	0.00610405	0.0019738	0.000541973	0.000126757	2.53345e-05	4.34217e-06	6.40474e-07	8.15964e-08	9.01144e-09	8.65856e-10	7.26412e-11	5.33997e-12	3.45157e-13	1.96829e-14	9.93631e-16	4.45829e-17	1.79691e-18	7.00264e-20	4.80359e-21	
ADCAPA_Penetretus_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCASC_Clivina_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N14	0.0036563	0.00599284	0.0118387	0.0237568	0.0445758	0.0750555	0.110878	0.141823	0.15582	0.146338	0.117135	0.0797868	0.0462195	0.022773	0.00955032	0.00341295	0.00104098	0.000271512	6.06913e-05	1.16552e-05	1.92803e-06	2.75503e-07	3.41051e-08	3.6686e-09	3.43957e-10	2.81972e-11	2.02837e-12	1.28756e-13	7.34203e-15	4.13466e-16	4.05092e-17	
ADCABR_Promecoderus_sp	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
