NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
N1	0.317111	0.267464	0.191861	0.117676	0.0619206	0.0280121	0.0109081	0.00365876	0.00105737	0.00026332	5.65092e-05	1.04511e-05	1.666e-06	2.28967e-07	2.71414e-08	2.7765e-09	2.45291e-10	1.87309e-11	1.23757e-12	6.66408e-17	1.48475e-17	3.08285e-18	5.96978e-19	1.07896e-19	1.82158e-20	2.87518e-21	4.24719e-22	5.88101e-23	7.66381e-24	9.53374e-25	1.20371e-25	2.15519e-26	
N2	0.192283	0.189704	0.172204	0.143965	0.110798	0.0784156	0.0509706	0.0303935	0.0166107	0.00831527	0.00381149	0.00159957	0.000614673	0.000216339	6.97653e-05	2.06238e-05	5.59191e-06	1.39149e-06	3.17985e-07	6.67791e-08	1.28971e-08	2.29232e-09	3.75251e-10	5.662e-11	7.88077e-12	1.01275e-12	1.20298e-13	1.32361e-14	1.35798e-15	1.33636e-16	1.43788e-17	2.87494e-18	
N3	0.152069	0.155593	0.151099	0.138508	0.119086	0.0954839	0.0710796	0.0489717	0.0311634	0.0182945	0.00990141	0.00493943	0.00227132	0.000962941	0.000376528	0.000135851	4.52496e-05	1.39219e-05	3.95888e-06	1.04113e-06	2.53384e-07	5.71076e-08	1.19278e-08	2.31058e-09	4.15532e-10	6.94749e-11	1.0828e-11	1.58264e-12	2.20312e-13	3.04635e-14	4.72328e-15	1.21692e-15	
N4	0.0466543	0.0547627	0.0674027	0.0830148	0.0986346	0.110396	0.114737	0.109813	0.096317	0.0772081	0.0564767	0.0376687	0.022901	0.0126905	0.00641099	0.00295345	0.00124129	0.000476183	0.000166832	5.34153e-05	1.56396e-05	4.19063e-06	1.0284e-06	2.31327e-07	4.77376e-08	9.04731e-09	1.57717e-09	2.53755e-10	3.80814e-11	5.54178e-12	9.05472e-13	2.63714e-13	
N5	0.0111601	0.015158	0.0234836	0.0373898	0.0572002	0.0811598	0.104966	0.122679	0.128982	0.121669	0.10281	0.0777437	0.0525818	0.0318017	0.0172003	0.00832175	0.00360334	0.00139733	0.000485684	0.000151456	4.24194e-05	1.06831e-05	2.42233e-06	4.95171e-07	9.1387e-08	1.52517e-08	2.30655e-09	3.17253e-10	4.00701e-11	4.80473e-12	6.24106e-13	1.4371e-13	
ADCACA_Carabus_nemoralis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.000557654	0.00141458	0.00421839	0.01176	0.0287885	0.0600239	0.104618	0.150609	0.177691	0.170949	0.133713	0.0849239	0.0438043	0.0183784	0.00628935	0.00176226	0.00040619	7.74264e-05	1.22754e-05	1.62837e-06	1.81826e-07	1.71926e-08	1.38467e-09	9.55267e-11	5.67587e-12	2.91965e-13	1.30683e-14	5.11683e-16	1.76536e-17	5.45987e-19	1.6262e-20	7.78173e-22	
N7	0.000123455	0.00140386	0.0154025	0.0957174	0.266871	0.347386	0.20972	0.055238	0.00750598	0.00059963	3.07764e-05	1.07993e-06	2.71129e-08	5.04194e-10	7.13682e-12	7.86101e-14	6.86204e-16	4.82087e-18	2.76212e-20	1.3056e-22	5.14318e-25	1.70387e-27	4.78574e-30	1.14806e-32	2.36804e-35	4.22567e-38	6.56066e-41	8.90964e-44	1.06426e-46	1.12881e-49	1.10507e-52	1.33859e-55	
ADCACA_Pamborus_alternans	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Carabus_auronitens	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	9.42979e-08	7.43689e-07	7.39551e-06	6.36512e-05	0.000447983	0.00250972	0.0109461	0.0364359	0.0908946	0.167159	0.223438	0.214762	0.147534	0.0723933	0.0254953	0.00650515	0.00121783	0.000169735	1.78838e-05	1.44636e-06	9.11159e-08	4.53334e-09	1.80441e-10	5.81425e-12	1.53332e-13	3.34269e-15	6.07948e-17	9.30255e-19	1.20696e-20	1.33889e-22	1.30941e-24	1.8577e-26	
N9	3.14741e-13	1.35156e-11	7.21164e-10	3.08606e-08	9.89508e-07	2.29396e-05	0.000371192	0.00402216	0.0277433	0.114502	0.263362	0.316865	0.196533	0.0637361	0.0115092	0.00124199	8.51789e-05	3.90413e-06	1.24573e-07	2.86133e-09	4.86484e-11	6.26841e-13	6.24604e-15	4.89793e-17	3.0693e-19	1.55801e-21	6.4839e-24	2.23631e-26	6.45484e-29	1.57341e-31	3.29237e-34	8.37149e-37	
ADCACA_Calosoma_inquistor	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Pamborus_tropicus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Pamborus_opacus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
