NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	
N1	0.281388	0.247052	0.191197	0.130456	0.078317	0.0412427	0.0189897	0.00762177	0.00265984	0.000805467	0.000211348	4.80049e-05	9.43333e-06	1.60343e-06	2.35767e-07	3.00008e-08	3.30585e-09	3.15762e-10	2.61814e-11	1.88875e-12	1.1901e-13	2.14457e-17	4.76804e-18	1.01466e-18	2.12199e-19	4.62607e-20	1.3512e-20	
N2	0.0186768	0.0286516	0.0476061	0.0739448	0.10301	0.127391	0.13945	0.134961	0.11541	0.0871775	0.0581689	0.034295	0.0178764	0.00824562	0.00336946	0.00122153	0.000393523	0.000112865	2.88781e-05	6.60705e-06	1.3555e-06	2.50384e-07	4.19519e-08	6.48595e-09	9.67638e-10	1.57865e-10	4.1717e-11	
ADCANE_Nebria_brevicollis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.000949318	0.00217607	0.00618324	0.0165225	0.0381192	0.0738799	0.119023	0.158623	0.174473	0.158238	0.118333	0.0730114	0.0372119	0.0156928	0.00548726	0.00159496	0.000386548	7.83953e-05	1.33639e-05	1.92552e-06	2.36195e-07	2.49089e-08	2.29004e-09	1.87442e-10	1.41637e-11	1.07722e-12	1.20437e-13	
N4	9.8211e-05	0.000207419	0.000594365	0.00177467	0.00493229	0.01222	0.0265265	0.0500755	0.0819303	0.116016	0.14213	0.150692	0.138388	0.110218	0.0762535	0.0459203	0.0241308	0.0110996	0.00448678	0.00160215	0.000508937	0.000145219	3.7722e-05	9.08275e-06	2.07477e-06	4.65381e-07	1.24842e-07	
N5	1.45798e-13	1.59817e-12	2.32977e-11	3.17336e-10	3.88386e-09	4.20277e-08	3.97099e-07	3.24151e-06	2.26461e-05	0.000134217	0.000669029	0.00278062	0.00955145	0.0268744	0.061385	0.112842	0.165614	0.192756	0.177047	0.128027	0.0729344	0.0328728	0.0118337	0.00347228	0.000874683	0.000220437	8.44205e-05	
ADCATR_Perileptus_areolatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_ruficorne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N6	1.03834e-12	8.2339e-12	8.95783e-11	9.32679e-10	8.84567e-09	7.51689e-08	5.66088e-07	3.74576e-06	2.1624e-05	0.000108251	0.000467381	0.00173173	0.00548094	0.0147552	0.0336577	0.0648399	0.10521	0.143513	0.164389	0.158097	0.127773	0.0869826	0.0501267	0.024748	0.0108283	0.00465957	0.00260526	
