NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	
N1	9.56242e-09	2.65607e-08	1.15238e-07	5.57981e-07	2.66674e-06	1.19744e-05	4.92947e-05	0.000183482	0.000612352	0.00182278	0.00482276	0.011315	0.0235002	0.0431513	0.069983	0.100168	0.126455	0.140734	0.138022	0.119252	0.0907548	0.0608294	0.0359079	0.0186692	0.00855027	0.00345022	0.00122702	0.000384722	0.000106394	2.59645e-05	5.59458e-06	1.065e-06	1.79231e-07	2.66853e-08	3.51772e-09	4.10898e-10	4.25662e-11	3.9142e-12	3.19798e-13	5.73054e-17	1.45749e-17	3.49938e-18	7.93565e-19	1.70064e-19	3.44602e-20	6.60598e-21	1.19871e-21	2.06013e-22	3.35523e-23	5.18139e-24	7.59131e-25	1.0558e-25	1.39473e-26	1.75102e-27	2.09043e-28	2.37447e-29	2.56766e-30	2.64489e-31	2.59709e-32	2.43394e-33	2.18465e-34	1.90282e-35	1.69904e-36	2.11042e-37	
N2	1.2785e-08	3.8298e-08	1.69621e-07	7.9976e-07	3.6286e-06	1.53081e-05	5.9116e-05	0.000207119	0.000654623	0.00185926	0.00473222	0.0107715	0.0218923	0.0396801	0.0640758	0.0921118	0.117807	0.133985	0.135465	0.12173	0.0972144	0.0689978	0.0435283	0.0244143	0.0121787	0.00540545	0.00213583	0.000751754	0.000235863	6.60171e-05	1.64981e-05	3.6846e-06	7.36117e-07	1.3169e-07	2.11192e-08	3.03954e-09	3.93049e-10	4.5719e-11	4.78862e-12	4.51914e-13	3.84163e-14	2.9374e-15	2.0153e-16	1.23727e-17	6.78469e-19	3.32596e-20	1.46998e-21	6.04519e-23	2.5454e-24	1.32866e-25	9.66036e-27	8.56791e-28	7.87349e-29	6.9892e-30	5.87444e-31	4.65367e-32	3.4725e-33	2.4415e-34	1.61865e-35	1.01342e-36	6.02199e-38	3.47126e-39	2.15881e-40	2.46274e-41	
N3	1.80786e-08	5.45591e-08	2.32764e-07	1.01755e-06	4.20706e-06	1.61282e-05	5.69156e-05	0.000184096	0.000544005	0.00146471	0.00358532	0.00796416	0.0160299	0.0291986	0.048083	0.0715262	0.0960521	0.116388	0.127212	0.125394	0.111462	0.0893514	0.0646051	0.0421446	0.0248134	0.0131918	0.00633626	0.00275138	0.00108085	0.000384433	0.000123904	3.622e-05	9.6124e-06	2.31831e-06	5.08653e-07	1.01637e-07	1.85162e-08	3.07899e-09	4.67873e-10	6.50462e-11	8.28334e-12	9.67379e-13	1.03733e-13	1.02254e-14	9.27708e-16	7.75561e-17	5.98134e-18	4.26045e-19	2.80589e-20	1.71048e-21	9.66194e-23	5.0625e-24	2.46309e-25	1.11402e-26	4.68946e-28	1.83998e-29	6.74268e-31	2.31476e-32	7.48289e-34	2.29865e-35	6.81984e-37	2.01071e-38	6.24768e-40	2.9967e-41	
ADCASC_Dyschirius_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	7.95357e-10	2.43385e-09	1.16268e-08	6.07169e-08	3.05867e-07	1.42874e-06	6.10791e-06	2.37788e-05	8.41027e-05	0.000269839	0.000784487	0.00206467	0.0049153	0.0105774	0.0205624	0.0360919	0.0571733	0.0817092	0.105322	0.12242	0.128296	0.121221	0.103264	0.0793165	0.0549397	0.0343249	0.0193485	0.00984346	0.00452142	0.00187595	0.000703388	0.000238469	7.31447e-05	2.03103e-05	5.10877e-06	1.16489e-06	2.40957e-07	4.52485e-08	7.72005e-09	1.19767e-09	1.69088e-10	2.1743e-11	2.54876e-12	2.72598e-13	2.66249e-14	2.37695e-15	1.94138e-16	1.45198e-17	9.95344e-19	6.25964e-20	3.61489e-21	1.91873e-22	9.36941e-24	4.21303e-25	1.74608e-26	6.67616e-28	2.35711e-29	7.69176e-31	2.32201e-32	6.49097e-34	1.68251e-35	4.06726e-37	9.68847e-39	4.04704e-40	
N5	2.13903e-08	5.67235e-08	2.1007e-07	8.07088e-07	2.96499e-06	1.02146e-05	3.28198e-05	9.81047e-05	0.000272343	0.000701052	0.00167105	0.00368373	0.00750162	0.0140978	0.0244281	0.0389969	0.0573163	0.0775146	0.096413	0.110247	0.115862	0.111883	0.0992604	0.0809005	0.0605755	0.0416726	0.0263441	0.0153072	0.00817739	0.00401787	0.00181644	0.000755958	0.000289769	0.000102361	3.33442e-05	1.00228e-05	2.78198e-06	7.13558e-07	1.69258e-07	3.71585e-08	7.55636e-09	1.42454e-09	2.49182e-10	4.04775e-11	6.11152e-12	8.58435e-13	1.12273e-13	1.36851e-14	1.55599e-15	1.65176e-16	1.63854e-17	1.52028e-18	1.32048e-19	1.07466e-20	8.2023e-22	5.8767e-23	3.95669e-24	2.50693e-25	1.49814e-26	8.48263e-28	4.59727e-29	2.44544e-30	1.38129e-31	1.30534e-32	
ADCALO_Loricera_pilicornis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	1.46531e-12	7.13563e-12	4.63213e-11	3.13356e-10	2.06812e-09	1.28829e-08	7.43906e-08	3.94164e-07	1.90484e-06	8.36297e-06	3.32651e-05	0.000119624	0.000388225	0.00113531	0.00298743	0.00706438	0.0149941	0.0285331	0.0486313	0.0741675	0.10113	0.123198	0.134006	0.130088	0.112666	0.0870374	0.0599734	0.036863	0.0202166	0.00989642	0.00432644	0.00169026	0.000590588	0.000184721	5.17712e-05	1.30159e-05	2.93894e-06	5.96733e-07	1.09097e-07	1.79836e-08	2.6766e-09	3.60207e-10	4.38949e-11	4.85067e-12	4.86806e-13	4.44338e-14	3.69412e-15	2.80144e-16	1.94066e-17	1.22981e-18	7.13933e-20	3.80198e-21	1.8599e-22	8.36921e-24	3.46875e-25	1.32598e-26	4.68156e-28	1.52911e-29	4.63098e-31	1.30589e-32	3.46178e-34	8.84906e-36	2.36139e-37	9.73896e-39	
N7	2.61177e-13	1.33222e-12	9.41035e-12	7.05733e-11	5.20737e-10	3.63719e-09	2.35396e-08	1.39442e-07	7.50525e-07	3.65331e-06	1.60313e-05	6.32673e-05	0.000224122	0.000711492	0.00202116	0.0051309	0.0116253	0.0234819	0.0422391	0.0675962	0.0961564	0.121492	0.136256	0.135572	0.119627	0.0935895	0.0649125	0.0399169	0.0217673	0.01053	0.0045211	0.00172399	0.000584298	0.00017617	4.72998e-05	1.13213e-05	2.41857e-06	4.61732e-07	7.88799e-08	1.20748e-08	1.65863e-09	2.04736e-10	2.27433e-11	2.27703e-12	2.0577e-13	1.68089e-14	1.24303e-15	8.33392e-17	5.07311e-18	2.8079e-19	1.41511e-20	6.50298e-22	2.72866e-23	1.04689e-24	3.67771e-26	1.18471e-27	3.50524e-29	9.54628e-31	2.40113e-32	5.61269e-34	1.23505e-35	2.6299e-37	5.78773e-39	1.91994e-40	
ADCABR_Aptinus_displosor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
