NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
N1	0.250565	0.225499	0.183575	0.135601	0.0910342	0.0555769	0.0308511	0.0155617	0.007126	0.00295905	0.00111295	0.000378722	0.000116474	3.23433e-05	8.10272e-06	1.83008e-06	3.72441e-07	6.8267e-08	1.12667e-08	1.67392e-09	2.23865e-10	2.69499e-11	2.92068e-12	2.85001e-13	4.46824e-17	1.25725e-17	3.35832e-18	8.51775e-19	2.05178e-19	4.69513e-20	1.02092e-20	2.11004e-21	4.1464e-22	7.74951e-23	1.37799e-23	2.33205e-24	3.75776e-25	5.76827e-26	8.44252e-27	1.18063e-27	1.58705e-28	2.09003e-29	2.87396e-30	5.56917e-31	
N2	0.114293	0.119518	0.12122	0.118679	0.111556	0.100184	0.0856266	0.0694528	0.0533588	0.0387808	0.026644	0.0172971	0.0106087	0.00614671	0.0033647	0.00174029	0.000850634	0.000392996	0.000171653	7.08966e-05	2.76958e-05	1.02359e-05	3.57986e-06	1.1851e-06	3.71456e-07	1.10268e-07	3.10108e-08	8.26479e-09	2.08811e-09	5.00307e-10	1.13725e-10	2.45369e-11	5.02774e-12	9.79117e-13	1.81398e-13	3.20169e-14	5.3947e-15	8.70441e-16	1.35118e-16	2.03201e-17	2.99348e-18	4.42123e-19	7.13655e-20	1.87608e-20	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.14858	0.150901	0.14506	0.132132	0.114057	0.0932453	0.0721201	0.0527024	0.0363346	0.0235992	0.0144199	0.0082789	0.00446118	0.00225417	0.0010672	0.000473102	0.000196295	7.62007e-05	2.76698e-05	9.39726e-06	2.98492e-06	8.86801e-07	2.46456e-07	6.40851e-08	1.55951e-08	3.55272e-09	7.57918e-10	1.51473e-10	2.83711e-11	4.98232e-12	8.20729e-13	1.26878e-13	1.84163e-14	2.51114e-15	3.2182e-16	3.87848e-17	4.39801e-18	4.69535e-19	4.72368e-20	4.48711e-21	4.05236e-22	3.57976e-23	3.50455e-24	6.35014e-25	
N4	0.155877	0.158211	0.151685	0.137212	0.116796	0.0932322	0.0695367	0.0482868	0.0311176	0.0185578	0.0102181	0.00518443	0.00242026	0.00103836	0.000409066	0.000147892	4.90518e-05	1.4923e-05	4.16443e-06	1.06617e-06	2.50491e-07	5.40281e-08	1.07033e-08	1.94862e-09	3.2622e-10	5.02529e-11	7.12832e-12	9.31777e-13	1.12324e-13	1.24975e-14	1.28443e-15	1.22041e-16	1.07294e-17	8.7355e-19	6.5921e-20	4.61495e-21	3.00001e-22	1.81284e-23	1.01989e-24	5.3587e-26	2.65155e-27	1.26911e-28	6.47106e-30	5.49074e-31	
N5	0.161461	0.163309	0.155507	0.13924	0.116895	0.091662	0.066857	0.0451764	0.0281762	0.0161684	0.00851347	0.00410452	0.00180887	0.000727765	0.000267073	8.93457e-05	2.72387e-05	7.56708e-06	1.91578e-06	4.42129e-07	9.30481e-08	1.78664e-08	3.1318e-09	5.01494e-10	7.34122e-11	9.83194e-12	1.20569e-12	1.35495e-13	1.39666e-14	1.32169e-15	1.14929e-16	9.1919e-18	6.76797e-19	4.59199e-20	2.87372e-21	1.66036e-22	8.8654e-24	4.37906e-25	2.00355e-26	8.50919e-28	3.37311e-29	1.27169e-30	4.94825e-32	3.32475e-33	
N6	0.156538	0.160321	0.15577	0.14244	0.121421	0.0956048	0.0689918	0.0453485	0.0270248	0.0145531	0.00706577	0.00308857	0.00121453	0.000429531	0.000136635	3.91098e-05	1.00797e-05	2.34102e-06	4.90433e-07	9.27768e-08	1.58668e-08	2.45618e-09	3.44596e-10	4.3874e-11	5.07611e-12	5.34403e-13	5.12638e-14	4.48693e-15	3.58818e-16	2.62527e-17	1.75967e-18	1.082e-19	6.11127e-21	3.17476e-22	1.51888e-23	6.7007e-25	2.72929e-26	1.02771e-27	3.58275e-29	1.15882e-30	3.49496e-32	9.99641e-34	2.91988e-35	1.42171e-36	
N7	0.179624	0.188801	0.186241	0.164433	0.125554	0.081211	0.0439706	0.0197911	0.0073764	0.00227234	0.000578381	0.000121746	2.12328e-05	3.07638e-06	3.71512e-07	3.75347e-08	3.18554e-09	2.28074e-10	1.38362e-11	7.14376e-13	3.153e-14	1.19481e-15	3.90397e-17	1.10446e-18	2.71633e-20	5.83033e-22	1.09626e-23	1.81225e-25	2.6431e-27	3.41229e-29	3.91209e-31	3.99516e-33	3.64503e-35	2.97946e-37	2.18786e-39	1.44703e-41	8.64157e-44	4.67098e-46	2.29047e-48	1.02119e-50	4.14902e-53	1.54215e-55	5.37851e-58	2.62904e-60	
N8	0.131783	0.154919	0.177177	0.178835	0.151642	0.105552	0.0595678	0.027046	0.00982896	0.00284968	0.000657951	0.000120916	1.76981e-05	2.06631e-06	1.92885e-07	1.44388e-08	8.69781e-10	4.23285e-11	1.67123e-12	5.37719e-14	1.41644e-15	3.0691e-17	5.49628e-19	8.17424e-21	1.0144e-22	1.05536e-24	9.2476e-27	6.85588e-29	4.31946e-31	2.32275e-33	1.07055e-35	4.24631e-38	1.45523e-40	4.32536e-43	1.11915e-45	2.52978e-48	5.01297e-51	8.73713e-54	1.34368e-56	1.829e-59	2.21012e-62	2.37782e-65	2.29353e-68	2.64142e-71	
