NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
N1	0.29149	0.25258	0.190977	0.126544	0.0736621	0.0377149	0.0169896	0.00673183	0.00234466	0.000717209	0.000192491	4.52853e-05	9.33026e-06	1.68219e-06	2.65231e-07	3.65535e-08	4.40205e-09	4.63175e-10	4.25816e-11	3.42122e-12	2.40324e-13	3.17682e-17	7.3682e-18	1.59968e-18	3.25268e-19	6.19798e-20	1.10758e-20	1.85799e-21	2.93226e-22	4.39883e-23	6.70836e-24	1.54615e-24	
N2	0.221191	0.212648	0.183748	0.143266	0.101066	0.0646323	0.0375198	0.0197899	0.00949021	0.00413941	0.0016427	0.000593233	0.000194997	5.83522e-05	1.59009e-05	3.94692e-06	8.92755e-07	1.84095e-07	3.46268e-08	5.94437e-09	9.31979e-10	1.33544e-10	1.75024e-11	2.0998e-12	2.30804e-13	2.32656e-14	2.15333e-15	1.83395e-16	1.44662e-17	1.08436e-18	8.65949e-20	1.23461e-20	
N3	0.176536	0.176704	0.164801	0.143017	0.11516	0.0857492	0.0588421	0.0370973	0.0214318	0.0113219	0.00546036	0.00240125	0.000962062	0.000350991	0.000116576	3.52478e-05	9.70403e-06	2.43348e-06	5.56158e-07	1.15924e-07	2.20571e-08	3.8355e-09	6.10431e-10	8.90907e-11	1.19552e-11	1.48052e-12	1.70097e-13	1.82679e-14	1.85457e-15	1.81553e-16	1.82626e-17	2.75381e-18	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	0.186271	0.185014	0.170041	0.144514	0.113291	0.0816386	0.0538694	0.0324261	0.0177439	0.00880028	0.00394588	0.00159625	0.000581662	0.000190689	5.6194e-05	1.48769e-05	3.53722e-06	7.55264e-07	1.44834e-07	2.49519e-08	3.86362e-09	5.38041e-10	6.74389e-11	7.6159e-12	7.75905e-13	7.14362e-14	5.95803e-15	4.5189e-16	3.14151e-17	2.05274e-18	1.42056e-19	1.88218e-20	
N5	0.196606	0.193459	0.17469	0.144847	0.110163	0.0766859	0.0487297	0.0281875	0.0148027	0.0070406	0.00302671	0.00117409	0.000410435	0.00012918	3.65842e-05	9.31988e-06	2.13566e-06	4.40293e-07	8.16994e-08	1.36525e-08	2.05611e-09	2.79315e-10	3.42604e-11	3.79866e-12	3.81228e-13	3.46887e-14	2.8691e-15	2.16725e-16	1.51093e-17	9.98865e-19	6.84298e-20	7.70383e-21	
ADCATR_Pogonus_chalceus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.189861	0.188456	0.172804	0.146038	0.11326	0.080194	0.0515707	0.0299767	0.0156851	0.00736238	0.00309157	0.00115888	0.000387163	0.000115148	3.04659e-05	7.16798e-06	1.49959e-06	2.79005e-07	4.61836e-08	6.80529e-09	8.93319e-10	1.04555e-10	1.09219e-11	1.01946e-12	8.51442e-14	6.37445e-15	4.2902e-16	2.61006e-17	1.45318e-18	7.63618e-20	4.16581e-21	3.8713e-22	
N7	0.186569	0.185849	0.171509	0.14616	0.114427	0.0818168	0.0531267	0.0311708	0.016455	0.00778857	0.0032964	0.0012449	0.000418869	0.000125433	3.34084e-05	7.91192e-06	1.66606e-06	3.12028e-07	5.19989e-08	7.71576e-09	1.02023e-09	1.20329e-10	1.26726e-11	1.19321e-12	1.00592e-13	7.60735e-15	5.17633e-16	3.18689e-17	1.79729e-18	9.56938e-20	5.27247e-21	4.85259e-22	
