NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	
N1	0.281241	0.246376	0.190171	0.129718	0.0782882	0.0418102	0.019749	0.00824425	0.00303907	0.000988528	0.000283554	7.1698e-05	1.59774e-05	3.13777e-06	5.43141e-07	8.28901e-08	1.11577e-08	1.32542e-09	1.39032e-10	1.28875e-11	1.05646e-12	7.35741e-17	1.86544e-17	4.45431e-18	1.0023e-18	2.12722e-19	4.26396e-20	8.09286e-21	1.46201e-21	2.54262e-22	4.36292e-23	7.82062e-24	1.88123e-24	
N2	0.0308602	0.0417816	0.0607049	0.084585	0.108148	0.125076	0.130238	0.121899	0.102493	0.077398	0.0524979	0.0319928	0.0175254	0.00863526	0.00383032	0.00153101	0.000552074	0.000179822	5.29795e-05	1.41394e-05	3.42358e-06	7.53266e-07	1.50851e-07	2.75426e-08	4.59274e-09	7.00714e-10	9.80257e-11	1.26125e-11	1.50146e-12	1.67836e-13	1.83531e-14	2.20975e-15	4.37475e-16	
ADCANE_Nebria_brevicollis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.00327555	0.00603445	0.013441	0.0290183	0.0557847	0.0925958	0.131097	0.157457	0.160021	0.137445	0.0997351	0.0611509	0.0316971	0.0139011	0.00516344	0.0016264	0.000435026	9.89621e-05	1.91785e-05	3.17202e-06	4.48619e-07	5.43694e-08	5.65938e-09	5.07272e-10	3.92701e-11	2.63506e-12	1.53968e-13	7.88536e-15	3.57687e-16	1.46533e-17	5.65896e-19	2.30765e-20	1.53589e-21	
N4	0.000489603	0.000854831	0.00191524	0.00452837	0.0102296	0.0211347	0.0391717	0.0645511	0.0941669	0.121349	0.138014	0.138503	0.122676	0.0959557	0.0663348	0.0405698	0.0219759	0.0105563	0.00450283	0.00170796	0.00057695	0.000173837	4.67961e-05	1.12754e-05	2.43687e-06	4.73701e-07	8.31585e-08	1.32734e-08	1.95028e-09	2.69998e-10	3.67518e-11	5.30067e-12	1.03631e-12	
N5	5.8256e-12	4.55936e-11	4.83246e-10	4.82519e-09	4.35161e-08	3.49953e-07	2.48518e-06	1.54491e-05	8.33995e-05	0.000388035	0.00154489	0.00522638	0.0149213	0.035712	0.0711948	0.117525	0.1598	0.17821	0.162511	0.120994	0.0735556	0.036575	0.0149231	0.00501837	0.00139839	0.000324848	6.33213e-05	1.04307e-05	1.46434e-06	1.77548e-07	1.92102e-08	2.09144e-09	3.84247e-10	
ADCATR_Perileptus_areolatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_ruficorne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	3.85678e-11	2.22738e-10	1.78009e-09	1.37835e-08	9.79505e-08	6.29713e-07	3.63115e-06	1.86507e-05	8.48212e-05	0.000339785	0.00119335	0.003659	0.00975708	0.0225485	0.0450169	0.0774232	0.114431	0.145045	0.157418	0.146113	0.115901	0.0785481	0.0454894	0.0225262	0.00954899	0.00347094	0.00108446	0.000292361	6.84917e-05	1.41732e-05	2.71003e-06	5.49627e-07	1.78724e-07	
