NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
N1	0.250147	0.225267	0.183589	0.13579	0.0912672	0.0557544	0.0309401	0.0155808	0.00711067	0.00293667	0.00109595	0.000369074	0.000112014	3.06041e-05	7.52005e-06	1.66055e-06	3.29305e-07	5.86208e-08	9.3641e-09	1.342e-09	1.72531e-10	1.98985e-11	2.05902e-12	1.91191e-13	3.56318e-17	9.74773e-18	2.5274e-18	6.21225e-19	1.44789e-19	3.20079e-20	6.71334e-21	1.33634e-21	2.52542e-22	4.53254e-23	7.72852e-24	1.25246e-24	1.92988e-25	2.82892e-26	3.94824e-27	5.25671e-28	6.71418e-29	8.37796e-30	1.08743e-30	1.98444e-31	
N2	0.1138	0.119194	0.121208	0.119003	0.112118	0.100819	0.0861627	0.0697768	0.0534375	0.0386522	0.0263858	0.0169926	0.010322	0.00591382	0.00319595	0.00162934	0.000783746	0.000355771	0.000152436	6.16632e-05	2.35552e-05	8.49919e-06	2.89743e-06	9.33491e-07	2.8431e-07	8.18822e-08	2.23067e-08	5.75006e-09	1.40298e-09	3.24142e-10	7.09422e-11	1.47151e-11	2.89441e-12	5.4026e-13	9.57873e-14	1.61535e-14	2.59624e-15	3.98898e-16	5.88615e-17	8.40093e-18	1.17281e-18	1.63883e-19	2.49389e-20	6.19284e-21	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.148441	0.150844	0.145144	0.132355	0.114359	0.0935339	0.0723153	0.0527634	0.036268	0.023446	0.0142327	0.00810151	0.00431896	0.00215419	0.00100443	0.000437523	0.00017796	6.75668e-05	2.39411e-05	7.91617e-06	2.44259e-06	7.03381e-07	1.89065e-07	4.74478e-08	1.11207e-08	2.43507e-09	4.9833e-10	9.53532e-11	1.70672e-11	2.85893e-12	4.48414e-13	6.58892e-14	9.07489e-15	1.17219e-15	1.42079e-16	1.61691e-17	1.72871e-18	1.73747e-19	1.64305e-20	1.46461e-21	1.23834e-22	1.0199e-23	9.23945e-25	1.55261e-25	
N4	0.15471	0.157304	0.151282	0.137365	0.117366	0.0939692	0.0702004	0.0487344	0.0313252	0.0185851	0.0101517	0.00509465	0.00234533	0.000989193	0.000381924	0.00013491	4.35864e-05	1.2878e-05	3.47994e-06	8.60236e-07	1.94599e-07	4.03033e-08	7.64643e-09	1.32974e-09	2.12111e-10	3.10581e-11	4.17773e-12	5.16676e-13	5.88002e-14	6.16312e-15	5.95487e-16	5.30867e-17	4.37057e-18	3.32607e-19	2.3419e-20	1.52706e-21	9.23045e-23	5.1778e-24	2.69948e-25	1.31188e-26	5.98913e-28	2.63493e-29	1.22828e-30	9.51918e-32	
N5	0.160061	0.162222	0.155028	0.139423	0.117562	0.0925121	0.06761	0.0456766	0.0284086	0.0162087	0.00845934	0.0040292	0.00174838	0.000690289	0.000247755	8.07931e-05	2.39317e-05	6.43888e-06	1.57384e-06	3.49597e-07	7.06053e-08	1.29725e-08	2.16978e-09	3.30629e-10	4.59358e-11	5.82399e-12	6.74435e-13	7.14028e-14	6.91771e-15	6.13913e-16	4.9955e-17	3.73092e-18	2.56008e-19	1.61561e-20	9.38642e-22	5.02563e-23	2.48229e-24	1.13228e-25	4.77579e-27	1.86644e-28	6.79311e-30	2.34348e-31	8.29093e-33	5.03198e-34	
N6	0.154075	0.158411	0.154928	0.14276	0.122572	0.0970414	0.0702298	0.0461476	0.0273955	0.0146418	0.00702886	0.00302642	0.00116792	0.00040387	0.000125172	3.4788e-05	8.67631e-06	1.94372e-06	3.91553e-07	7.10113e-08	1.1609e-08	1.71308e-09	2.28494e-10	2.75869e-11	3.01914e-12	2.99949e-13	2.70912e-14	2.2277e-15	1.67017e-16	1.14332e-17	7.15647e-19	4.10169e-20	2.1556e-21	1.04019e-22	4.61511e-24	1.88521e-25	7.0994e-27	2.46801e-28	7.93183e-30	2.36158e-31	6.5443e-33	1.71503e-34	4.56603e-36	2.01534e-37	
N7	0.173671	0.184946	0.185792	0.166784	0.12887	0.0838564	0.0453875	0.0202883	0.00745962	0.00225185	0.000557981	0.000113615	1.90518e-05	2.6389e-06	3.0303e-07	2.89676e-08	2.31543e-09	1.55472e-10	8.81099e-12	4.2346e-13	1.73404e-14	6.07815e-16	1.83193e-17	4.76841e-19	1.07647e-20	2.11625e-22	3.63724e-24	5.48594e-26	7.2874e-28	8.55536e-30	8.90612e-32	8.24709e-34	6.8139e-36	5.03776e-38	3.34224e-40	1.99507e-42	1.07426e-44	5.23076e-47	2.30858e-49	9.25632e-52	3.37946e-54	1.12764e-56	3.52088e-59	1.52442e-61	
N8	0.124849	0.149903	0.175844	0.181211	0.155865	0.109296	0.061693	0.0278055	0.0099528	0.00281962	0.000631086	0.000111552	1.55849e-05	1.72412e-06	1.51433e-07	1.05954e-08	5.92852e-10	2.66427e-11	9.66099e-13	2.84044e-14	6.80519e-16	1.33535e-17	2.15712e-19	2.88334e-21	3.2052e-23	2.97798e-25	2.3239e-27	1.53046e-29	8.5459e-32	4.06434e-34	1.65358e-36	5.77978e-39	1.74273e-41	4.55097e-44	1.03323e-46	2.04695e-49	3.55127e-52	5.4139e-55	7.27641e-58	8.64936e-61	9.12086e-64	8.55806e-67	7.1917e-70	7.1326e-73	
N9	0.0277309	0.041407	0.0697548	0.111156	0.153086	0.175152	0.163635	0.123863	0.0757073	0.0373252	0.0148497	0.0047744	0.00124335	0.000263028	4.53564e-05	6.39988e-06	7.42005e-07	7.09993e-08	5.63241e-09	3.72182e-10	2.0582e-11	9.5707e-13	3.75984e-14	1.25367e-15	3.5643e-17	8.67931e-19	1.81809e-20	3.29011e-22	5.1649e-24	7.06164e-26	8.44147e-28	8.85561e-30	8.18216e-32	6.68145e-34	4.83809e-36	3.11652e-38	1.79142e-40	9.21607e-43	4.25551e-45	1.76857e-47	6.63516e-50	2.25996e-52	7.21027e-55	3.14503e-57	
N10	0.0253875	0.0370877	0.0621481	0.101225	0.144907	0.173358	0.169286	0.133504	0.0846468	0.0430916	0.0176219	0.00579848	0.00153913	0.00033061	5.76832e-05	8.20848e-06	9.56936e-07	9.18201e-08	7.28659e-09	4.80598e-10	2.6477e-11	1.22445e-12	4.77677e-14	1.57964e-15	4.44914e-17	1.07228e-18	2.22132e-20	3.97274e-22	6.16007e-24	8.31523e-26	9.81e-28	1.01536e-29	9.25365e-32	7.45203e-34	5.3207e-36	3.37911e-38	1.91481e-40	9.71035e-43	4.41949e-45	1.81022e-47	6.69061e-50	2.23797e-52	6.87488e-55	2.87515e-57	
N11	0.0144419	0.0245784	0.04847	0.0895174	0.140712	0.180275	0.184344	0.14896	0.0947563	0.0474581	0.0187687	0.00588963	0.00147563	0.000297298	4.85343e-05	6.47072e-06	7.10083e-07	6.46336e-08	4.91621e-09	3.14718e-10	1.70719e-11	7.89783e-13	3.13504e-14	1.07394e-15	3.19212e-17	8.2747e-19	1.87972e-20	3.759e-22	6.64585e-24	1.043e-25	1.45857e-27	1.82412e-29	2.04713e-31	2.06826e-33	1.88698e-35	1.55919e-37	1.17002e-39	7.99467e-42	4.98656e-44	2.84598e-46	1.48965e-48	7.1693e-51	3.22039e-53	2.06845e-55	
ADCATR_Bembidion_umbratum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_insulatum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
