NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	
N1	0.289573	0.251159	0.190362	0.126759	0.0744534	0.0386928	0.0178345	0.0073048	0.00266278	0.000864928	0.000250603	6.48222e-05	1.49798e-05	3.0946e-06	5.71832e-07	9.45636e-08	1.40019e-08	1.85726e-09	2.20797e-10	2.35377e-11	2.2512e-12	1.93274e-13	3.21311e-17	8.45849e-18	2.11155e-18	5.0003e-19	1.12363e-19	2.39685e-20	4.8553e-21	9.34399e-22	1.70927e-22	2.97419e-23	4.92934e-24	7.80556e-25	1.19034e-25	1.7862e-26	2.8044e-27	6.06518e-28	
N2	0.147466	0.149926	0.144397	0.131863	0.114158	0.0936154	0.0726273	0.053228	0.0367986	0.0239646	0.014683	0.00845478	0.00457137	0.00231922	0.00110347	0.000492187	0.000205754	8.06041e-05	2.95897e-05	1.01794e-05	3.2821e-06	9.92006e-07	2.81131e-07	7.47235e-08	1.86336e-08	4.36091e-09	9.58215e-10	1.97754e-10	3.83485e-11	6.99074e-12	1.19856e-12	1.93385e-13	2.93942e-14	4.22065e-15	5.78125e-16	7.84963e-17	1.22508e-17	3.49943e-18	
N3	0.0973727	0.103415	0.107996	0.110084	0.108583	0.102765	0.0926284	0.0790419	0.0635596	0.0479994	0.0339593	0.0224702	0.0138892	0.00801373	0.00431397	0.00216617	0.00101447	0.000443125	0.000180553	6.86363e-05	2.43491e-05	8.06342e-06	2.4935e-06	7.20299e-07	1.94449e-07	4.90767e-08	1.15856e-08	2.55942e-09	5.29372e-10	1.02566e-10	1.86258e-11	3.17243e-12	5.07374e-13	7.64176e-14	1.09498e-14	1.55286e-15	2.53297e-16	7.5219e-17	
N4	0.036612	0.0453042	0.0605149	0.0811368	0.10347	0.121514	0.129134	0.12305	0.104636	0.079209	0.0533153	0.0318951	0.0169597	0.00801895	0.00337391	0.00126438	0.000422525	0.000126074	3.36382e-05	8.03808e-06	1.72308e-06	3.31925e-07	5.75613e-08	9.00247e-09	1.27212e-09	1.62717e-10	1.88743e-11	1.989e-12	1.90772e-13	1.66834e-14	1.33266e-15	9.74108e-17	6.52865e-18	4.02402e-19	2.29695e-20	1.244e-21	7.07555e-23	6.94015e-24	
N5	0.0224101	0.0329591	0.0538375	0.0844737	0.119375	0.147439	0.156526	0.141389	0.107988	0.0694863	0.0376041	0.0171097	0.00654988	0.00211288	0.000575566	0.000132749	2.60003e-05	4.33849e-06	6.18866e-07	7.57336e-08	7.97954e-09	7.26504e-10	5.73635e-11	3.94204e-12	2.36601e-13	1.24456e-14	5.75666e-16	2.34906e-17	8.48313e-19	2.71946e-20	7.76169e-22	1.97794e-23	4.51286e-25	9.24367e-27	1.70486e-28	2.85034e-30	4.52994e-32	1.1629e-33	
ADCACA_Cychrus_caraboides	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.0068071	0.0118807	0.0245887	0.0490749	0.0866229	0.130344	0.16419	0.171369	0.147283	0.103855	0.0599779	0.0283614	0.0109914	0.00349806	0.000916808	0.000198577	3.56892e-05	5.34591e-06	6.70544e-07	7.07722e-08	6.31643e-09	4.7907e-10	3.1029e-11	1.72449e-12	8.26247e-14	3.42832e-15	1.2373e-16	3.90056e-18	1.07842e-19	2.62513e-21	5.64713e-23	1.07737e-24	1.82911e-26	2.77248e-28	3.7639e-30	4.59693e-32	5.20721e-34	9.18574e-36	
ADCACA_Pamborus_opacus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Pamborus_tropicus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
