NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	
N1	0.244064	0.223518	0.187006	0.141663	0.095961	0.057336	0.0298212	0.0133434	0.00508536	0.00163751	0.000442725	0.000100041	1.88343e-05	2.94892e-06	3.83727e-07	4.15141e-08	3.73981e-09	2.81537e-10	1.78954e-11	1.00072e-12	6.72517e-17	2.40136e-17	
N2	0.206902	0.202296	0.180256	0.146282	0.107806	0.0718467	0.0430888	0.0231412	0.0110791	0.0047101	0.00177261	0.00058918	0.000172693	4.46008e-05	1.01488e-05	2.03604e-06	3.60806e-07	5.67344e-08	8.01509e-09	1.05748e-09	1.48517e-10	3.49445e-11	
N3	0.151897	0.157443	0.155938	0.145458	0.125768	0.0993637	0.0709066	0.0453073	0.0257619	0.0129813	0.00578242	0.00227442	0.00079003	0.000242629	6.60305e-05	1.5977e-05	3.45245e-06	6.70182e-07	1.1789e-07	1.91603e-08	3.09863e-09	7.269e-10	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N4	0.156757	0.162129	0.159883	0.148044	0.126456	0.0979854	0.0679025	0.041615	0.0223674	0.0104805	0.00426391	0.00150262	0.000458221	0.000120953	2.76826e-05	5.5118e-06	9.60291e-07	1.47915e-07	2.05644e-08	2.71522e-09	3.96595e-10	1.02837e-10	
N5	0.170388	0.174297	0.168176	0.150765	0.123452	0.0908948	0.0593996	0.034108	0.0170809	0.00742068	0.0027868	0.000902738	0.000251986	6.06091e-05	1.25728e-05	2.2537e-06	3.50311e-07	4.7533e-08	5.71007e-09	6.28793e-10	7.07887e-11	1.28921e-11	
ADCATR_Pogonus_chalceus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.156673	0.163859	0.163945	0.153067	0.130079	0.0985431	0.0654912	0.0377347	0.0186897	0.00791006	0.00284934	0.000871448	0.000226031	4.97158e-05	9.28265e-06	1.47491e-06	2.00384e-07	2.34997e-08	2.42587e-09	2.30411e-10	2.28206e-11	3.88535e-12	
N7	0.152278	0.160357	0.162206	0.153293	0.131789	0.100882	0.067663	0.0393029	0.0196079	0.00835341	0.00302738	0.000931215	0.000242864	5.37063e-05	1.00816e-05	1.6105e-06	2.19972e-07	2.59243e-08	2.68583e-09	2.55106e-10	2.50436e-11	4.16417e-12	
N8	0.100374	0.115856	0.135501	0.15019	0.150023	0.130896	0.0979888	0.0623107	0.0334717	0.0151443	0.00576389	0.00184501	0.000497034	0.000112836	2.16269e-05	3.50796e-06	4.82973e-07	5.66799e-08	5.71676e-09	5.08137e-10	4.43835e-11	6.53934e-12	
