NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	
N1	0.195083	0.18511	0.166366	0.14077	0.111187	0.081197	0.0543069	0.0329801	0.0180512	0.00885038	0.00386828	0.00150162	0.00051629	0.00015692	4.21079e-05	9.96841e-06	2.08131e-06	3.83283e-07	6.22758e-08	8.93269e-09	1.13197e-09	1.26845e-10	1.25818e-11	1.10594e-12	9.00083e-17	2.36921e-17	5.88198e-18	1.37833e-18	3.05095e-19	6.38523e-20	1.26515e-20	2.37839e-21	4.26117e-22	7.34854e-23	1.24823e-23	2.21132e-24	5.27093e-25	
N2	0.0250831	0.030735	0.0407819	0.0552748	0.0731409	0.0917482	0.107185	0.115409	0.113835	0.102502	0.0840929	0.062795	0.0426636	0.0263728	0.0148368	0.00759997	0.00354685	0.00150921	0.000585999	0.000207813	6.7375e-05	1.99902e-05	5.43363e-06	1.35457e-06	3.10062e-07	6.52476e-08	1.26391e-08	2.25704e-09	3.7222e-10	5.68184e-11	8.05454e-12	1.06593e-12	1.32888e-13	1.58747e-14	1.88208e-15	2.41077e-16	4.61578e-17	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.0182971	0.0233713	0.0332413	0.0488415	0.0698936	0.0937363	0.115115	0.12771	0.126996	0.112689	0.0890044	0.0624921	0.0389846	0.0216075	0.0106439	0.00466252	0.00181757	0.000631097	0.000195372	5.39836e-05	1.33288e-05	2.94422e-06	5.82566e-07	1.03389e-07	1.64792e-08	2.3622e-09	3.04942e-10	3.55028e-11	3.7334e-12	3.55178e-13	3.06253e-14	2.39891e-15	1.7132e-16	1.12456e-17	6.96814e-19	4.56109e-20	5.34315e-21	
N4	0.00913915	0.0117356	0.0169826	0.0258664	0.0392325	0.0570859	0.0778674	0.098201	0.113558	0.11981	0.114981	0.100185	0.0791686	0.0567036	0.0368015	0.0216429	0.0115357	0.00557433	0.00244324	0.000971864	0.000351069	0.00011525	3.44101e-05	9.3518e-06	2.31552e-06	5.22818e-07	1.0775e-07	2.02905e-08	3.49497e-09	5.51328e-10	7.97784e-11	1.06163e-11	1.30587e-12	1.50353e-13	1.6786e-14	2.03826e-15	4.17746e-16	
N5	8.96e-13	1.45578e-11	2.82535e-10	4.81112e-09	7.01199e-08	8.63718e-07	8.87179e-06	7.48669e-05	0.000510588	0.00276431	0.011658	0.037579	0.0910099	0.163455	0.216093	0.209619	0.149061	0.0777416	0.0298179	0.00846928	0.0018037	0.000292823	3.69034e-05	3.67602e-06	2.9435e-07	1.92388e-08	1.04056e-09	4.71442e-11	1.8087e-12	5.9335e-14	1.67928e-15	4.1357e-17	8.94883e-19	1.72501e-20	3.04132e-22	5.2129e-24	1.24495e-25	
ADCATR_Trechus_quadristriatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Trechus_obtusus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.0040736	0.00556285	0.00877582	0.0145783	0.0240115	0.0378728	0.0560667	0.0769751	0.097291	0.112686	0.119251	0.11509	0.101175	0.0809567	0.0589391	0.039035	0.0235189	0.0128935	0.00643344	0.00292293	0.0012098	0.000456447	0.000157085	4.9348e-05	1.41624e-05	3.71629e-06	8.92433e-07	1.96311e-07	3.95958e-08	7.33071e-09	1.24727e-09	1.95351e-10	2.82601e-11	3.81337e-12	4.97537e-13	7.22154e-14	1.88234e-14	
