NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
N1	0.256287	0.230012	0.185993	0.13565	0.0891686	0.0527387	0.028004	0.0133193	0.00566197	0.00214704	0.000725096	0.000217812	5.81412e-05	1.37823e-05	2.90025e-06	5.41711e-07	8.98169e-08	1.32229e-08	1.72927e-09	2.0101e-10	2.07823e-11	1.91266e-12	1.56833e-13	2.97066e-17	7.5901e-18	1.8333e-18	4.18848e-19	9.0566e-20	1.85446e-20	3.59814e-21	6.6193e-22	1.15529e-22	1.91424e-23	3.01313e-24	4.509e-25	6.42068e-26	8.71167e-27	1.12892e-27	1.40396e-28	1.69317e-29	2.02525e-30	2.51866e-31	4.00849e-32	
N2	0.0210296	0.0259288	0.0345679	0.0468873	0.0620921	0.0784121	0.0932111	0.103549	0.107054	0.102745	0.0914052	0.0753077	0.05743	0.0405274	0.0264622	0.0159876	0.00893877	0.00462592	0.00221648	0.000983607	0.000404425	0.000154136	5.4478e-05	1.78656e-05	5.43914e-06	1.53819e-06	4.04321e-07	9.88441e-08	2.24891e-08	4.76525e-09	9.41009e-10	1.73303e-10	2.97879e-11	4.78207e-12	7.17564e-13	1.0072e-13	1.32362e-14	1.63054e-15	1.8877e-16	2.0705e-17	2.22077e-18	2.66182e-19	5.89294e-20	
N3	2.20798e-05	5.46755e-05	0.000175215	0.000563543	0.00168331	0.00453796	0.0109021	0.0231874	0.0434861	0.0717113	0.103759	0.131497	0.145759	0.141157	0.119331	0.0880121	0.0566164	0.0317647	0.0155472	0.00664172	0.00247827	0.000808487	0.000230867	5.77838e-05	1.2696e-05	2.45286e-06	4.17451e-07	6.27033e-08	8.32895e-09	9.80384e-10	1.02476e-10	9.53206e-12	7.90732e-13	5.86249e-14	3.89295e-15	2.32033e-16	1.24401e-17	6.01285e-19	2.62764e-20	1.04455e-21	3.86131e-23	1.46359e-24	9.1545e-26	
N4	1.02561e-05	2.57396e-05	8.68585e-05	0.000302377	0.000989536	0.00292785	0.0076898	0.0177605	0.0358827	0.0632068	0.0968447	0.128839	0.148615	0.14847	0.128353	0.0959628	0.0620278	0.0346593	0.0167448	0.00699758	0.00253112	0.00079317	0.000215571	5.08815e-05	1.04453e-05	1.86811e-06	2.91596e-07	3.98012e-08	4.76017e-09	4.99888e-10	4.61939e-11	3.76457e-12	2.71164e-13	1.73026e-14	9.80221e-16	4.94135e-17	2.22147e-18	8.92644e-20	3.21344e-21	1.03964e-22	3.05199e-24	8.71172e-26	4.44969e-27	
N5	1.5603e-05	5.38716e-05	0.000265168	0.0012483	0.00499517	0.0163382	0.0428986	0.0894308	0.146922	0.189334	0.191053	0.151138	0.0940898	0.0463722	0.0182293	0.00576409	0.001479	0.000310696	5.39005e-05	7.78665e-06	9.44123e-07	9.67922e-08	8.44875e-09	6.31961e-10	4.07518e-11	2.27822e-12	1.10996e-13	4.7359e-15	1.7777e-16	5.89562e-18	1.73442e-19	4.54322e-21	1.0634e-22	2.23155e-24	4.2117e-26	7.17047e-28	1.10435e-29	1.54282e-31	1.96049e-33	2.27415e-35	2.43097e-37	2.51333e-39	3.95708e-41	
ADCACA_Carabus_granulatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Carabus_punctatoauratus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	2.11866e-14	3.52524e-13	7.54217e-12	1.46335e-10	2.45735e-09	3.49196e-08	4.13698e-07	4.04219e-06	3.22971e-05	0.000209498	0.0010962	0.00460025	0.0154036	0.0409678	0.0862152	0.143126	0.187014	0.192067	0.154963	0.0982483	0.0490019	0.0192604	0.00598046	0.00147137	0.000287837	4.49502e-05	5.6282e-06	5.67683e-07	4.63572e-08	3.08097e-09	1.67563e-10	7.49914e-12	2.77741e-13	8.56096e-15	2.20855e-16	4.79521e-18	8.81031e-20	1.3771e-21	1.84065e-23	2.11484e-25	2.10485e-27	1.89139e-29	2.48635e-31	
N7	3.26397e-14	5.23043e-13	1.21738e-11	2.57388e-10	4.59381e-09	6.77873e-08	8.1838e-07	8.01963e-06	6.3339e-05	0.000400509	0.00201486	0.00801708	0.0250953	0.0615044	0.117545	0.174623	0.201193	0.179553	0.124096	0.0664772	0.027653	0.00895722	0.00226741	0.000450493	7.0596e-05	8.77302e-06	8.69575e-07	6.91654e-08	4.44241e-09	2.31886e-10	9.90047e-12	3.47986e-13	1.01336e-14	2.46027e-16	5.01055e-18	8.61109e-20	1.25604e-21	1.56365e-23	1.67026e-25	1.53879e-27	1.22969e-29	8.72605e-32	8.76543e-34	
