NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	
N1	1.01897e-07	2.27479e-07	7.88367e-07	3.17137e-06	1.28244e-05	4.89717e-05	0.000171817	0.000546823	0.00156839	0.00403909	0.00931828	0.0192274	0.0354435	0.0583168	0.0855826	0.111961	0.13051	0.135506	0.125284	0.103127	0.0755665	0.0492882	0.0286162	0.0147899	0.00680537	0.00278834	0.00101752	0.000330799	9.58404e-05	2.47546e-05	5.70253e-06	1.17214e-06	2.15086e-07	3.52531e-08	5.16399e-09	6.76458e-10	7.92949e-11	8.32326e-12	7.82873e-13	9.87353e-17	2.71648e-17	7.08289e-18	1.7509e-18	4.10522e-19	9.13315e-20	1.92886e-20	3.86873e-21	7.37252e-22	1.33548e-22	2.30057e-23	3.77055e-24	5.88232e-25	8.73916e-26	1.237e-26	1.669e-27	2.14748e-28	2.63631e-29	3.08933e-30	3.45729e-31	3.69689e-32	3.78049e-33	3.71476e-34	3.66789e-35	5.43222e-36	
N2	1.00956e-05	1.77352e-05	4.07612e-05	0.000103073	0.000262586	0.000646128	0.00150394	0.00327595	0.00663929	0.0124785	0.0217072	0.0349066	0.0518445	0.0710766	0.0899056	0.104892	0.112846	0.11193	0.10235	0.0862758	0.0670444	0.0480333	0.031731	0.0193316	0.010864	0.00563344	0.00269622	0.00119149	0.000486356	0.000183457	6.3979e-05	2.06385e-05	6.16151e-06	1.70336e-06	4.36306e-07	1.03609e-07	2.28245e-08	4.66739e-09	8.86547e-10	1.56522e-10	2.5703e-11	3.92852e-12	5.59253e-13	7.42039e-14	9.18303e-15	1.0607e-15	1.14432e-16	1.15386e-17	1.08822e-18	9.60569e-20	7.9412e-21	6.15289e-22	4.47085e-23	3.04858e-24	1.95198e-25	1.17432e-26	6.64199e-28	3.534e-29	1.77e-30	8.35287e-32	3.72462e-33	1.5921e-34	7.13207e-36	5.87526e-37	
N3	3.93072e-05	6.18766e-05	0.000123605	0.000273913	0.000620187	0.00137309	0.00290448	0.00579559	0.0108293	0.0188646	0.0305513	0.0459143	0.0639542	0.0824939	0.0984808	0.108763	0.111095	0.104934	0.0916465	0.0740097	0.055266	0.0381657	0.0243784	0.0144061	0.00787775	0.00398754	0.00186895	0.000811406	0.00032644	0.000121753	4.2118e-05	1.35201e-05	4.02941e-06	1.11553e-06	2.87042e-07	6.86882e-08	1.5295e-08	3.17113e-09	6.12554e-10	1.10311e-10	1.85316e-11	2.90614e-12	4.25712e-13	5.82906e-14	7.46551e-15	8.94934e-16	1.00482e-16	1.05742e-17	1.04367e-18	9.66797e-20	8.41116e-21	6.87741e-22	5.28864e-23	3.82759e-24	2.60918e-25	1.67674e-26	1.017e-27	5.83231e-29	3.17228e-30	1.64632e-31	8.25266e-33	4.10466e-34	2.18235e-35	1.82217e-36	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	2.93259e-05	4.5963e-05	9.29419e-05	0.000213139	0.000506513	0.00118328	0.00263948	0.00553193	0.0107926	0.0194911	0.0324688	0.049774	0.0701066	0.0906271	0.10744	0.116748	0.116238	0.106012	0.0885535	0.0677439	0.0474621	0.0304551	0.0179	0.00963805	0.00475497	0.00214994	0.000891116	0.000338685	0.000118073	3.77699e-05	1.10903e-05	2.99029e-06	7.40695e-07	1.68622e-07	3.52967e-08	6.79692e-09	1.20465e-09	1.96612e-10	2.95654e-11	4.09846e-12	5.24041e-13	6.18391e-14	6.73856e-15	6.78474e-16	6.31571e-17	5.43873e-18	4.33537e-19	3.20093e-20	2.19038e-21	1.39005e-22	8.18621e-24	4.47664e-25	2.27466e-26	1.07462e-27	4.72326e-29	1.9327e-30	7.36725e-32	2.61791e-33	8.67796e-35	2.68559e-36	7.76934e-38	2.11373e-39	5.73559e-41	2.81577e-42	
N5	3.63863e-05	6.19052e-05	0.000136196	0.000327122	0.000785443	0.00181096	0.00393356	0.0079677	0.0149597	0.0259327	0.0413937	0.0607229	0.0817533	0.100916	0.114131	0.118202	0.112065	0.0972424	0.0772209	0.0561187	0.0373256	0.0227246	0.0126669	0.0064661	0.00302384	0.00129593	0.00050921	0.000183531	6.07069e-05	1.84384e-05	5.14544e-06	1.32008e-06	3.11559e-07	6.76919e-08	1.35486e-08	2.49991e-09	4.25552e-10	6.68821e-11	9.71254e-12	1.30426e-12	1.62089e-13	1.86574e-14	1.99073e-15	1.97059e-16	1.81117e-17	1.54691e-18	1.22878e-19	9.08539e-21	6.25803e-22	4.01896e-23	2.40841e-24	1.34786e-25	7.05027e-27	3.44961e-28	1.5801e-29	6.78121e-31	2.729e-32	1.03086e-33	3.66026e-35	1.22502e-36	3.8922e-38	1.19913e-39	3.85937e-41	2.03751e-42	
ADCATR_Pogonus_chalceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	2.23165e-05	3.81231e-05	8.56779e-05	0.000214473	0.000544125	0.00133382	0.00308169	0.00661898	0.0131084	0.0238147	0.0395579	0.0599442	0.0827428	0.103926	0.118691	0.123193	0.11617	0.0995049	0.0774107	0.0546961	0.0351026	0.0204648	0.0108403	0.00521853	0.0022838	0.000908913	0.000329086	0.000108444	3.25405e-05	8.89572e-06	2.21675e-06	5.03827e-07	1.04506e-07	1.97959e-08	3.42666e-09	5.42408e-10	7.85691e-11	1.04223e-11	1.26702e-12	1.41269e-13	1.44573e-14	1.35908e-15	1.17455e-16	9.33927e-18	6.83789e-19	4.61375e-20	2.87121e-21	1.64935e-22	8.75301e-24	4.29492e-25	1.95013e-26	8.20053e-28	3.19629e-29	1.15566e-30	3.87927e-32	1.20992e-33	3.50925e-35	9.47339e-37	2.38299e-38	5.5969e-40	1.23396e-41	2.59922e-43	5.60124e-45	1.94749e-46	
N7	2.06766e-05	3.57444e-05	8.1527e-05	0.000206542	0.000528485	0.00130335	0.00302505	0.00652109	0.0129542	0.0235969	0.039287	0.0596553	0.0824921	0.103775	0.118681	0.12333	0.116416	0.0998005	0.0776945	0.0549269	0.0352655	0.020566	0.0108961	0.00524601	0.00229595	0.000913755	0.000330835	0.00010902	3.27138e-05	8.94378e-06	2.22909e-06	5.06775e-07	1.05163e-07	1.99326e-08	3.45318e-09	5.47197e-10	7.93712e-11	1.05465e-11	1.28475e-12	1.43596e-13	1.47377e-14	1.39009e-15	1.20597e-16	9.63131e-18	7.08681e-19	4.80846e-20	3.01108e-21	1.74169e-22	9.31385e-24	4.60858e-25	2.11182e-26	8.96959e-28	3.53413e-29	1.29287e-30	4.39501e-32	1.38952e-33	4.08929e-35	1.12131e-36	2.86848e-38	6.86209e-40	1.54459e-41	3.33438e-43	7.39354e-45	2.61574e-46	
N8	5.38893e-06	1.05088e-05	2.8386e-05	8.50118e-05	0.000252029	0.000704175	0.00181623	0.00428523	0.00920872	0.0179815	0.0318586	0.0511644	0.0744274	0.0980123	0.116796	0.125906	0.122758	0.10824	0.0863088	0.0622425	0.0406022	0.0239632	0.0128	0.00619029	0.00271172	0.00107657	0.00038757	0.000126606	3.75537e-05	1.01222e-05	2.4812e-06	5.53579e-07	1.12515e-07	2.08519e-08	3.52693e-09	5.44986e-10	7.70089e-11	9.96098e-12	1.18064e-12	1.28362e-13	1.28149e-14	1.17603e-15	9.9313e-17	7.72575e-18	5.54225e-19	3.67034e-20	2.24628e-21	1.27179e-22	6.66837e-24	3.24138e-25	1.46216e-26	6.12719e-28	2.38763e-29	8.66066e-31	2.92712e-32	9.22702e-34	2.71538e-35	7.4673e-37	1.92073e-38	4.62553e-40	1.04434e-41	2.22266e-43	4.69431e-45	1.73407e-46	
N9	4.72397e-10	2.62919e-09	1.96309e-08	1.4623e-07	1.00665e-06	6.20148e-06	3.36365e-05	0.000159071	0.000651409	0.00229716	0.00694225	0.0179002	0.0392197	0.0727534	0.113902	0.150119	0.166254	0.154564	0.120613	0.0790615	0.0436041	0.020282	0.00798033	0.00266551	0.000758694	0.000184783	3.86728e-05	6.98482e-06	1.09335e-06	1.48949e-07	1.77324e-08	1.85209e-09	1.70366e-10	1.38522e-11	9.99078e-13	6.41332e-14	3.67593e-15	1.88706e-16	8.70188e-18	3.61465e-19	1.35614e-20	4.60729e-22	1.42084e-23	3.98677e-25	1.02011e-26	2.38534e-28	5.10771e-30	1.00353e-31	1.81252e-33	3.01489e-35	4.62653e-37	6.56086e-39	8.61172e-41	1.04789e-42	1.18384e-44	1.24348e-46	1.2161e-48	1.10881e-50	9.43798e-53	7.50969e-55	5.5969e-57	3.93501e-59	2.74323e-61	2.97655e-63	
N10	2.08895e-13	2.47445e-12	4.11837e-11	6.68987e-10	9.59757e-09	1.17369e-07	1.20442e-06	1.02719e-05	7.22495e-05	0.000416176	0.00195009	0.00738473	0.0224599	0.0545443	0.105222	0.160548	0.193128	0.182814	0.136114	0.0797961	0.0369251	0.0135374	0.00395081	0.000922916	0.000173613	2.64667e-05	3.29096e-06	3.35938e-07	2.8332e-08	1.98643e-09	1.1648e-10	5.74539e-12	2.39704e-13	8.50379e-15	2.57821e-16	6.71236e-18	1.50754e-19	2.93352e-21	4.96631e-23	7.34378e-25	9.52094e-27	1.08611e-28	1.09392e-30	9.75979e-33	7.73733e-35	5.46682e-37	3.45234e-39	1.95395e-41	9.93745e-44	4.55289e-46	1.88363e-48	7.05353e-51	2.39598e-53	7.39865e-56	2.08116e-58	5.34318e-61	1.25447e-63	2.69825e-66	5.32635e-69	9.66597e-72	1.61536e-74	2.49254e-77	3.62008e-80	7.09532e-83	
