NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	
N1	0.235633	0.214768	0.179175	0.137142	0.0964057	0.0622524	0.036913	0.0200856	0.0100214	0.00458083	0.00191687	0.000733777	0.000256803	8.21264e-05	2.39909e-05	6.39978e-06	1.55867e-06	3.46549e-07	7.0336e-08	1.30318e-08	2.20433e-09	3.40449e-10	4.80183e-11	6.18631e-12	7.28174e-13	8.14387e-17	2.55389e-17	7.65888e-18	2.19686e-18	6.02843e-19	1.58297e-19	3.9786e-20	9.57501e-21	2.20769e-21	4.88115e-22	1.03659e-22	2.12115e-23	4.20857e-24	8.19676e-25	1.60521e-25	3.33787e-26	9.42429e-27	
N2	0.056393	0.0614917	0.0674676	0.0737106	0.0793555	0.0834478	0.0851397	0.0838745	0.0795125	0.0723643	0.0631228	0.0527138	0.0421108	0.0321626	0.0234765	0.0163729	0.0109084	0.00694218	0.00422005	0.00245034	0.00135906	0.000720089	0.000364505	0.000176294	8.14783e-05	3.59893e-05	1.51949e-05	6.13312e-06	2.36704e-06	8.73682e-07	3.08482e-07	1.04224e-07	3.37103e-08	1.04451e-08	3.10424e-09	8.86978e-10	2.44827e-10	6.59544e-11	1.77465e-11	5.0367e-12	1.71405e-12	9.03045e-13	
N3	4.50051e-07	1.05483e-06	3.61449e-06	1.36666e-05	5.04356e-05	0.000173109	0.000541895	0.00153382	0.00390882	0.00894728	0.0183678	0.0337828	0.0556244	0.0819419	0.107947	0.127119	0.133777	0.125784	0.105653	0.0792728	0.0531321	0.0318138	0.0170204	0.00813807	0.00347859	0.00132978	0.000454826	0.00013926	3.81923e-05	9.38811e-06	2.0699e-06	4.09675e-07	7.28539e-08	1.16543e-08	1.67967e-09	2.18674e-10	2.58469e-11	2.80519e-12	2.87308e-13	2.97734e-14	3.75174e-15	9.29109e-16	
N4	4.02826e-07	9.03346e-07	3.0194e-06	1.14279e-05	4.27757e-05	0.000149662	0.000478168	0.00138082	0.00358601	0.00835263	0.0174204	0.0324971	0.0541802	0.080684	0.107272	0.127285	0.134753	0.127256	0.107187	0.0805188	0.0539444	0.0322343	0.017182	0.0081715	0.00346832	0.00131424	0.000444773	0.000134498	3.63609e-05	8.79328e-06	1.90348e-06	3.69105e-07	6.4169e-08	1.00125e-08	1.40433e-09	1.77528e-10	2.03381e-11	2.13854e-12	2.13069e-13	2.18516e-14	2.86036e-15	7.82518e-16	
ADCACA_Calosoma_inquistor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	4.13203e-07	9.36373e-07	3.13996e-06	1.18362e-05	4.40301e-05	0.00015314	0.000486804	0.0013998	0.00362237	0.00841211	0.0175007	0.0325798	0.054229	0.0806565	0.107144	0.127074	0.134519	0.127074	0.107109	0.0805496	0.0540471	0.0323587	0.0172895	0.00824606	0.00351161	0.00133573	0.000454014	0.000137965	3.75023e-05	9.12437e-06	1.98839e-06	3.88406e-07	6.80662e-08	1.07127e-08	1.51643e-09	1.93527e-10	2.23732e-11	2.36897e-12	2.36288e-13	2.39575e-14	3.04344e-15	8.03361e-16	
ADCACA_Cychrus_caraboides	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	2.9477e-21	7.59986e-20	2.5011e-18	7.77185e-17	2.20456e-15	5.60319e-14	1.2594e-12	2.4784e-11	4.23474e-10	6.23373e-09	7.8446e-08	8.37124e-07	7.51059e-06	5.61324e-05	0.000346012	0.00174053	0.00706434	0.0228638	0.0583076	0.115819	0.177326	0.207528	0.184675	0.124787	0.0642018	0.0253116	0.00771756	0.00183989	0.000347054	5.24227e-05	6.41605e-06	6.43448e-07	5.34355e-08	3.71083e-09	2.17459e-10	1.08447e-11	4.64008e-13	1.71809e-14	5.57111e-16	1.62056e-17	4.54215e-19	1.92341e-20	
N7	3.94543e-46	4.14063e-43	4.9979e-40	5.26034e-37	4.70913e-34	3.55187e-31	2.23705e-28	1.16502e-25	4.96212e-23	1.70732e-20	4.67922e-18	1.00517e-15	1.66102e-13	2.06533e-11	1.88194e-09	1.21681e-07	5.36291e-06	0.000153096	0.00265032	0.0255922	0.12571	0.297999	0.330764	0.170177	0.0416141	0.00500129	0.000321696	1.20764e-05	2.84171e-07	4.43466e-09	4.79927e-11	3.73347e-13	2.15e-15	9.3925e-18	3.17783e-20	8.47603e-23	1.80987e-25	3.13581e-28	4.46178e-31	5.27537e-34	5.32414e-37	6.36027e-40	
