NODE	13	14	15	16	17	18	19	
N1	0.996158	0.00384225	1.81704e-33	1.25622e-55	3.8602e-78	6.66189e-101	9.5442e-124	
N2	0.334932	0.665068	3.58248e-22	2.68323e-44	5.63995e-67	4.56244e-90	2.64056e-113	
N3	0.155743	0.844257	8.47016e-12	1.71205e-23	1.04505e-35	1.81315e-48	3.91602e-71	
N4	0.110335	0.889665	2.0099e-22	5.2812e-45	3.57162e-68	8.86449e-92	1.33314e-115	
POCOSC_Hyperaspis_lateralis	0	1	0	0	0	0	0	
N5	0.0825227	0.917477	3.17046e-22	8.82947e-45	3.9825e-68	5.96576e-92	5.07929e-116	
N6	0.025581	0.974419	1.88615e-11	4.65417e-23	6.89111e-46	2.87901e-69	7.34938e-93	
POCOCO_Rhyzobius_sp	0	0	0	1	0	0	0	
POCOOR_Rodolia_cardinalis	0	1	0	0	0	0	0	
POCOCO_Azya_sp	0	1	0	0	0	0	0	
POCOSC_Scymnus_nubilus	0	0	0	0	0	1	0	
N7	0.0854916	0.914508	4.31366e-12	3.72035e-24	7.30639e-37	5.25467e-60	2.262e-83	
POCOCO_Epilachna_sp	0	0	0	0	1	0	0	
N8	0.0516016	0.948398	3.36503e-21	4.77798e-43	3.087e-59	3.26544e-71	4.81273e-94	
N9	0.0286504	0.97135	3.25639e-11	1.0185e-22	3.4756e-45	2.86934e-68	1.45136e-91	
POCOMI_Microweisea_sp	0	0	0	1	0	0	0	
N10	0.00107876	0.998921	6.68673e-11	5.32063e-22	4.6334e-45	1.08882e-68	1.4381e-92	
POCOOR_Cryptolaemus_montrouzieri	0	0	0	1	0	0	0	
POCOCO_Chnoodes_sp	0	1	0	0	0	0	0	
N11	0.0183193	0.981681	4.17028e-12	2.98764e-24	4.71467e-37	1.93987e-29	6.91242e-41	
POCOST_Prodilis_sp	0	0	0	0	1	0	0	
N12	0.0151949	0.984805	6.49573e-22	3.99431e-44	4.92439e-67	1.60159e-90	2.87449e-114	
POCOSC_Cryptognatha_sp	0	1	0	0	0	0	0	
POCOCO_Sumnius_sp	0	1	0	0	0	0	0	
N13	0.964216	0.0357844	1.11549e-24	5.74172e-48	9.76541e-72	7.45281e-96	3.77275e-120	
N14	0.862324	0.137676	4.15801e-22	1.06956e-43	5.54985e-66	9.8799e-89	1.69349e-111	
N15	0.0931471	0.906853	2.69321e-11	1.31007e-22	7.09759e-45	1.14284e-67	1.47445e-90	
N16	0.021415	0.978585	2.86066e-22	8.63963e-45	4.48528e-68	7.74048e-92	7.72441e-116	
POCOCH_Orcus_sp	0	1	0	0	0	0	0	
POCOCH_Curinus_coeruleus	0	1	0	0	0	0	0	
POCOCH_Exochomus_quadripustulatus	0	0	0	1	0	0	0	
N17	0.139153	0.860847	9.88219e-11	1.37932e-21	2.84258e-43	1.13222e-65	3.08829e-88	
N18	0.0394645	0.960536	1.19342e-10	2.1794e-21	6.11078e-33	1.49979e-55	1.79555e-78	
POCOCH_Chilocorus_renipustulatus	0	1	0	0	0	0	0	
POCOCH_Chilocorus_stigma	0	0	0	0	1	0	0	
POCOCH_Chilocorus_bipustulatus	0	0	0	1	0	0	0	
N19	0.740571	0.259429	6.49595e-24	2.67145e-47	3.61217e-71	2.20949e-95	8.3741e-120	
N20	0.569425	0.430575	9.13926e-22	5.32181e-44	7.47844e-66	1.80424e-78	2.82552e-91	
N21	1.07391e-06	0.999999	3.75282e-27	2.14267e-54	3.02528e-32	1.33455e-32	6.70725e-33	
POCOCO_Hippodamia_quinquesignata	0	1	0	0	0	0	0	
POCOCO_Hippodamia_convergens	0	1	0	0	0	0	0	
N22	0.140874	0.859126	4.16098e-11	6.53807e-23	2.28061e-46	1.84415e-70	6.77551e-95	
N23	0.074945	0.925055	5.22457e-11	1.18616e-22	3.45213e-45	2.25196e-68	8.85207e-92	
N24	0.0387071	0.961293	4.80546e-11	7.98678e-33	2.07075e-55	1.67669e-78	8.99418e-102	
POCOCO_Calvia_quatuordecimguttata	0	1	0	0	0	0	0	
POCOCO_Coleomegilla_maculata	0	0	1	0	0	0	0	
POCOCO_Anatis_sp	0	0	0	1	0	0	0	
N25	0.0275994	0.486397	0.445649	0.0403553	3.22542e-24	5.15653e-43	3.45538e-54	
POCOCO_Coelophora_sp	0	0	0	1	0	0	0	
N26	0.0126827	0.334443	0.539935	0.112939	2.41104e-13	6.72788e-36	1.00279e-58	
POCOCO_Illeis_sp	0	0	0	0	1	0	0	
POCOCO_Psyllobora_sp	0	0	0	1	0	0	0	
N27	0.635987	0.364013	2.60978e-22	1.4704e-44	2.12743e-67	1.20709e-90	5.67803e-114	
POCOCO_Coccinella_septempunctata	0	1	0	0	0	0	0	
N28	0.242916	0.757084	1.25737e-11	1.18338e-33	2.16876e-56	1.39696e-79	6.48049e-103	
N29	0.0962435	0.903756	1.86952e-11	1.25091e-33	1.68227e-56	7.99565e-80	2.53564e-103	
POCOCO_Olla_sp	0	0	1	0	0	0	0	
POCOCO_Cycloneda_sanguinea	0	1	0	0	0	0	0	
POCOCO_Micraspis_sp	0	0	1	0	0	0	0	
