NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	
N1	1.44809e-07	3.34868e-07	1.11521e-06	4.02407e-06	1.42571e-05	4.79321e-05	0.000150554	0.000437737	0.00117077	0.0028678	0.00641306	0.0130622	0.0241917	0.0406873	0.0620827	0.0858769	0.107627	0.122154	0.125511	0.116715	0.0982123	0.0747736	0.0515054	0.0320988	0.0181005	0.00923676	0.00426639	0.00178412	0.000675683	0.000231833	7.20939e-05	2.03289e-05	5.2004e-06	1.20756e-06	2.54673e-07	4.88125e-08	8.50828e-09	1.34963e-09	1.94969e-10	2.56696e-11	3.08255e-12	3.37897e-13	7.3444e-17	2.22234e-17	6.43278e-18	1.78199e-18	4.72624e-19	1.20067e-19	2.92293e-20	6.82168e-21	1.52699e-21	3.27977e-22	6.76248e-23	1.33912e-23	2.54784e-24	4.65977e-25	8.19612e-26	1.38729e-26	2.26188e-27	3.56036e-28	5.44502e-29	8.2516e-30	1.32456e-30	3.05294e-31	
N2	1.71101e-05	3.00408e-05	6.67854e-05	0.000159299	0.000380011	0.000877935	0.00193048	0.00399893	0.00775467	0.0140222	0.0235843	0.0368365	0.053373	0.0716878	0.0892163	0.102846	0.1098	0.108558	0.0993982	0.084294	0.0662211	0.0482046	0.0325243	0.020348	0.011809	0.0063605	0.00318118	0.00147826	0.00063862	0.000256651	9.60157e-05	3.34614e-05	1.08707e-05	3.29461e-06	9.32195e-07	2.46432e-07	6.09125e-08	1.40887e-08	3.05162e-09	6.19468e-10	1.17943e-10	2.1078e-11	3.53852e-12	5.58445e-13	8.29153e-14	1.15907e-14	1.52659e-15	1.89582e-16	2.22148e-17	2.45792e-18	2.56967e-19	2.54023e-20	2.37602e-21	2.10427e-22	1.76573e-23	1.40487e-24	1.06073e-25	7.60979e-27	5.1995e-28	3.40257e-29	2.16439e-30	1.39292e-31	1.00619e-32	1.14195e-33	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	1.72428e-06	3.54198e-06	1.01988e-05	3.26766e-05	0.000104392	0.000316699	0.000891573	0.00230142	0.00541018	0.0115344	0.0222422	0.0387221	0.0607843	0.085958	0.109439	0.125393	0.129262	0.119872	0.100003	0.075058	0.0506937	0.0308181	0.0168697	0.00831854	0.00369695	0.00148163	0.000535811	0.000174964	5.16258e-05	1.37753e-05	3.32661e-06	7.27671e-07	1.44304e-07	2.59673e-08	4.24398e-09	6.30567e-10	8.52536e-11	1.04988e-11	1.17878e-12	1.20787e-13	1.13066e-14	9.67834e-16	7.58319e-17	5.44399e-18	3.58447e-19	2.16672e-20	1.20358e-21	6.14979e-23	2.89322e-24	1.25445e-25	5.0175e-27	1.85306e-28	6.32506e-30	1.99715e-31	5.83882e-33	1.58196e-34	3.9757e-36	9.27609e-38	2.01119e-39	4.0566e-41	7.62819e-43	1.34921e-44	2.38059e-46	7.01397e-48	
N4	1.20318e-06	2.77291e-06	8.9448e-06	3.09575e-05	0.000104031	0.000327	0.000945253	0.00248935	0.00593759	0.0127768	0.024737	0.0430085	0.0670575	0.0936692	0.117138	0.131083	0.131224	0.117501	0.0941099	0.0674306	0.0432331	0.0248126	0.0127535	0.00587397	0.00242585	0.000898966	0.000299172	8.94907e-05	2.40834e-05	5.83677e-06	1.27523e-06	2.5144e-07	4.47909e-08	7.21691e-09	1.05299e-09	1.39289e-10	1.67245e-11	1.82498e-12	1.81199e-13	1.63899e-14	1.35223e-15	1.01884e-16	7.01895e-18	4.42663e-19	2.55877e-20	1.35727e-21	6.61436e-23	2.96488e-24	1.22385e-25	4.65745e-27	1.6359e-28	5.30934e-30	1.59396e-31	4.43137e-33	1.14206e-34	2.73143e-36	6.06872e-38	1.25396e-39	2.41267e-41	4.33118e-43	7.28985e-45	1.16883e-46	1.89788e-48	4.80112e-50	
N5	3.59722e-07	9.65116e-07	3.6807e-06	1.48447e-05	5.72852e-05	0.000203812	0.000657455	0.00190592	0.00493928	0.011404	0.0234024	0.0426105	0.0687485	0.0981915	0.124061	0.13859	0.136849	0.119434	0.0921358	0.0628444	0.0379172	0.0202489	0.00957828	0.00401684	0.00149497	0.000494336	0.000145407	3.80972e-05	8.90317e-06	1.85853e-06	3.47069e-07	5.80697e-08	8.71869e-09	1.17655e-09	1.42928e-10	1.56558e-11	1.54874e-12	1.38589e-13	1.12361e-14	8.26661e-16	5.52775e-17	3.36474e-18	1.86725e-19	9.46142e-21	4.38391e-22	1.86017e-23	7.23861e-25	2.58692e-26	8.5023e-28	2.57341e-29	7.18252e-31	1.85101e-32	4.41023e-34	9.72696e-36	1.98833e-37	3.77154e-39	6.64626e-41	1.08936e-42	1.66275e-44	2.36704e-46	3.1527e-48	3.97395e-50	5.01209e-52	9.91397e-54	
N6	2.08525e-12	1.86175e-11	2.25954e-10	2.59021e-09	2.6777e-08	2.45306e-07	1.96585e-06	1.36323e-05	8.10179e-05	0.000408982	0.0017386	0.00617176	0.0181445	0.0438282	0.0863438	0.137841	0.177419	0.183524	0.1524	0.101718	0.0547475	0.023884	0.00850002	0.00248585	0.000602069	0.000121723	2.07038e-05	2.98523e-06	3.67544e-07	3.89068e-08	3.56396e-09	2.84224e-10	1.98455e-11	1.21963e-12	6.62968e-14	3.20217e-15	1.38019e-16	5.32976e-18	1.85085e-19	5.80018e-21	1.64565e-22	4.24026e-24	9.95073e-26	2.13257e-27	4.18451e-29	7.53578e-31	1.24837e-32	1.90644e-34	2.68943e-36	3.51152e-38	4.25135e-40	4.78102e-42	5.00264e-44	4.87818e-46	4.43973e-48	3.77683e-50	3.00732e-52	2.24441e-54	1.57217e-56	1.03545e-58	6.43522e-61	3.82064e-63	2.28226e-65	1.98288e-67	
ADCATR_Bembidion_aenulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	5.38622e-25	5.91867e-23	8.239e-21	1.01099e-18	1.04339e-16	8.90472e-15	6.20307e-13	3.47898e-11	1.54674e-09	5.3544e-08	1.41314e-06	2.77298e-05	0.000392469	0.00385984	0.0251824	0.102869	0.245288	0.316651	0.211131	0.0762179	0.0160622	0.00211966	0.000185593	1.12939e-05	4.95806e-07	1.61866e-08	4.02965e-10	7.81233e-12	1.20078e-13	1.48594e-15	1.50043e-17	1.25092e-19	8.70122e-22	5.09713e-24	2.53581e-26	1.07959e-28	3.96055e-31	1.25996e-33	3.4961e-36	8.50673e-39	1.82407e-41	3.46269e-44	5.84433e-47	8.80509e-50	1.18858e-52	1.44256e-55	1.57933e-58	1.56453e-61	1.40647e-64	1.15054e-67	8.58664e-71	5.8609e-74	3.66721e-77	2.10814e-80	1.11575e-83	5.44768e-87	2.45844e-90	1.02731e-93	3.98198e-97	1.43407e-100	4.80626e-104	1.50144e-107	4.39425e-111	1.50664e-114	
