NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
N1	0.301098	0.258156	0.191289	0.123192	0.0692436	0.0340796	0.0147253	0.00559802	0.0018759	0.000554995	0.000145179	3.36222e-05	6.90217e-06	1.25744e-06	2.03521e-07	2.92969e-08	3.75476e-09	4.2889e-10	4.37084e-11	3.97823e-12	3.23725e-13	3.95883e-17	1.01125e-17	2.44637e-18	5.60789e-19	1.21883e-19	2.51327e-20	4.92118e-21	9.164e-22	1.62816e-22	2.78273e-23	4.67663e-24	8.23861e-25	2.01522e-25	
N2	0.165006	0.165791	0.156056	0.137812	0.114218	0.0888093	0.0647305	0.0441804	0.0282056	0.016825	0.00936854	0.00486551	0.0023553	0.00106223	0.000446191	0.000174537	6.35801e-05	2.15714e-05	6.81812e-06	2.00829e-06	5.51507e-07	1.41273e-07	3.37755e-08	7.54182e-09	1.5741e-09	3.07408e-10	5.62527e-11	9.66701e-12	1.56627e-12	2.4107e-13	3.58085e-14	5.32825e-15	8.8481e-16	2.40611e-16	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.177205	0.179003	0.169212	0.148371	0.119329	0.0870399	0.0570053	0.0332473	0.0171569	0.00779547	0.00310755	0.0010841	0.000330419	8.78929e-05	2.03949e-05	4.128e-06	7.28997e-07	1.1239e-07	1.51387e-08	1.78336e-09	1.83941e-10	1.66329e-11	1.3204e-12	9.21594e-14	5.66436e-15	3.07084e-16	1.47104e-17	6.23887e-19	2.3483e-20	7.87372e-22	2.37056e-23	6.56481e-25	1.83871e-26	8.6693e-28	
N4	0.177668	0.179454	0.169594	0.148614	0.11937	0.0868699	0.0566861	0.0328853	0.0168474	0.00758357	0.00298823	0.00102807	0.000308287	8.04925e-05	1.82901e-05	3.61677e-06	6.22601e-07	9.33577e-08	1.22044e-08	1.39239e-09	1.38811e-10	1.21084e-11	9.25529e-13	6.20888e-14	3.66161e-15	1.90161e-16	8.71301e-18	3.52971e-19	1.26779e-20	4.05629e-22	1.16796e-23	3.10775e-25	8.28475e-27	3.54198e-28	
N5	0.165584	0.169488	0.164064	0.148344	0.123456	0.0932233	0.0630846	0.037876	0.0200226	0.00926725	0.00374068	0.0013134	0.000400522	0.000106008	2.43506e-05	4.85663e-06	8.41745e-07	1.26925e-07	1.6674e-08	1.91139e-09	1.91526e-10	1.68067e-11	1.29406e-12	8.76034e-14	5.22486e-15	2.75124e-16	1.28178e-17	5.29533e-19	1.94461e-20	6.36912e-22	1.87271e-23	5.0351e-25	1.3255e-26	5.43917e-28	
N6	0.148969	0.155574	0.155983	0.147377	0.128602	0.101804	0.0720777	0.0451637	0.02486	0.0119607	0.00501378	0.00182785	0.000579077	0.000159423	3.81628e-05	7.95175e-06	1.44421e-06	2.29019e-07	3.17696e-08	3.86312e-09	4.12662e-10	3.88113e-11	3.22131e-12	2.36504e-13	1.53961e-14	8.90849e-16	4.59319e-17	2.11621e-18	8.74342e-20	3.2577e-21	1.10654e-22	3.50987e-24	1.10696e-25	5.21489e-27	
ADCATR_Bembidion_coxendix	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.119418	0.13609	0.153719	0.16069	0.148699	0.118799	0.0807819	0.0463544	0.022327	0.00899743	0.00302816	0.000850581	0.00019944	3.90709e-05	6.40436e-06	8.80066e-07	1.01618e-07	9.88508e-09	8.12412e-10	5.65824e-11	3.35025e-12	1.69195e-13	7.31255e-15	2.71388e-16	8.67818e-18	2.39914e-19	5.75348e-21	1.20088e-22	2.18866e-24	3.49445e-26	4.90445e-28	6.09015e-30	6.98687e-32	1.22277e-33	
N8	0.138512	0.152267	0.163392	0.162025	0.14239	0.107976	0.0695336	0.0376697	0.017074	0.00645473	0.00203217	0.000532594	0.00011624	2.11485e-05	3.21249e-06	4.08218e-07	4.34946e-08	3.8958e-09	2.94174e-10	1.87829e-11	1.01728e-12	4.68869e-14	1.84516e-15	6.22083e-17	1.80286e-18	4.5065e-20	9.74848e-22	1.83103e-23	2.99594e-25	4.284e-27	5.37094e-29	5.93132e-31	5.94949e-33	8.94128e-35	
N9	0.203977	0.201702	0.182652	0.150054	0.110654	0.0725665	0.042021	0.0213791	0.00952537	0.00370935	0.00126131	0.000374425	9.70747e-05	2.20001e-05	4.3638e-06	7.58768e-07	1.15863e-07	1.55684e-08	1.84479e-09	1.93214e-10	1.79285e-11	1.47744e-12	1.08391e-13	7.0968e-15	4.15698e-16	2.1837e-17	1.03122e-18	4.38808e-20	1.68647e-21	5.86796e-23	1.85397e-24	5.36655e-26	1.51761e-27	7.43359e-29	
N10	0.140617	0.20707	0.258524	0.219949	0.12035	0.0421037	0.00967985	0.0015218	0.000170188	1.40186e-05	8.7598e-07	4.25638e-08	1.64196e-09	5.11787e-11	1.30835e-12	2.77885e-14	4.95884e-16	7.50811e-18	9.72931e-20	1.08739e-21	1.05546e-23	8.95287e-26	6.67421e-28	4.39536e-30	2.56919e-32	1.33873e-34	6.2435e-37	2.61591e-39	9.88097e-42	3.37661e-44	1.04864e-46	2.9924e-49	8.21927e-52	3.01817e-54	
ADCATR_Bembidion_tibiale	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_tetracolum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	0.303492	0.276408	0.208049	0.125084	0.0585726	0.0210942	0.00582678	0.00123905	0.00020435	2.63863e-05	2.69515e-06	2.20063e-07	1.45126e-08	7.80652e-10	3.45726e-11	1.27163e-12	3.9163e-14	1.01757e-15	2.24641e-17	4.24113e-19	6.88948e-21	9.68418e-23	1.18414e-24	1.26576e-26	1.18826e-28	9.83922e-31	7.21543e-33	4.7041e-35	2.73636e-37	1.42518e-39	6.67222e-42	2.8308e-44	1.1321e-46	6.24562e-49	
N12	0.407676	0.323135	0.180518	0.068163	0.0171992	0.00293232	0.000345067	2.87136e-05	1.73019e-06	7.71864e-08	2.6012e-09	6.74348e-11	1.36701e-12	2.199e-14	2.84454e-16	2.99465e-18	2.59391e-20	1.86699e-22	1.12677e-24	5.74944e-27	2.49928e-29	9.32045e-32	3.00119e-34	8.39415e-37	2.05063e-39	4.39803e-42	8.32086e-45	1.39495e-47	2.08085e-50	2.77279e-53	3.31269e-56	3.5609e-59	3.4684e-62	4.06682e-65	
ADCATR_Bembidion_planatum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_decorum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N13	0.228309	0.250167	0.235336	0.166181	0.0829718	0.0287614	0.00693713	0.00117886	0.000143606	1.27806e-05	8.46889e-07	4.25443e-08	1.64773e-09	4.99635e-11	1.20295e-12	2.32933e-14	3.66996e-16	4.75494e-18	5.11551e-20	4.61042e-22	3.50935e-24	2.27296e-26	1.26132e-28	6.03513e-31	2.50458e-33	9.06452e-36	2.87558e-38	8.03407e-41	1.98565e-43	4.35939e-46	8.53485e-49	1.49563e-51	2.36361e-54	4.6289e-57	
ADCATR_Bembidion_sejunctum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N14	0.0290335	0.49985	0.453572	0.0173296	0.000214049	1.23779e-06	3.97584e-09	7.84348e-12	1.01651e-14	9.08851e-18	5.82082e-21	2.75198e-24	9.84502e-28	2.72096e-31	5.91383e-35	1.02643e-38	1.44187e-42	1.65887e-46	1.57959e-50	1.25663e-54	8.42289e-59	4.79308e-63	2.33164e-67	9.75714e-72	3.53249e-76	1.11225e-80	3.06038e-85	7.39098e-90	1.57306e-94	2.96161e-99	4.94933e-104	7.36562e-109	9.81771e-114	1.36259e-118	
ADCATR_Bembidion_transversale	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_mexicanum	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N15	0.114243	0.128998	0.145117	0.15339	0.146021	0.121949	0.0879561	0.054277	0.0284995	0.0126948	0.00479072	0.00153143	0.000414966	9.54398e-05	1.86651e-05	3.11074e-06	4.42893e-07	5.40134e-08	5.65862e-09	5.10759e-10	3.98426e-11	2.69437e-12	1.58456e-13	8.12961e-15	3.65007e-16	1.43864e-17	4.99291e-19	1.53044e-20	4.15553e-22	1.0025e-23	2.15644e-25	4.17077e-27	7.63708e-29	2.24854e-30	
ADCATR_Bembidion_punctulatum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N16	0.0768335	0.0921344	0.114616	0.136843	0.148478	0.141724	0.116818	0.0822772	0.0492226	0.0249337	0.010679	0.00386638	0.00118407	0.000307109	6.75787e-05	1.26429e-05	2.01579e-06	2.74633e-07	3.20619e-08	3.21687e-09	2.78229e-10	2.08086e-11	1.34995e-12	7.6206e-14	3.75512e-15	1.62023e-16	6.14015e-18	2.05e-19	6.04789e-21	1.58148e-22	3.67989e-24	7.69681e-26	1.53476e-27	4.91948e-29	
ADCATR_Bembidion_tairuense	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N17	0.0310262	0.0418758	0.0628266	0.0928139	0.125208	0.148381	0.151551	0.132118	0.0978054	0.0613205	0.0325237	0.0145923	0.00554257	0.00178481	0.000488232	0.000113728	2.26213e-05	3.85388e-06	5.64182e-07	7.12117e-08	7.77689e-09	7.3742e-10	6.09276e-11	4.40185e-12	2.79055e-13	1.55764e-14	7.68108e-16	3.35719e-17	1.30471e-18	4.5227e-20	1.40334e-21	3.93047e-23	1.05546e-24	4.84076e-26	
ADCATR_Bembidion_quadrimaculatum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_articulatum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N18	0.000751025	0.00261538	0.0093854	0.0278808	0.0660869	0.123243	0.179311	0.20232	0.176229	0.118105	0.060771	0.0239881	0.0072676	0.00169311	0.000304254	4.23568e-05	4.59261e-06	3.90241e-07	2.61645e-08	1.39434e-09	5.95112e-11	2.05003e-12	5.74397e-14	1.31909e-15	2.50146e-17	3.94558e-19	5.21258e-21	5.80653e-23	5.48871e-25	4.42949e-27	3.07035e-29	1.84391e-31	1.00382e-33	8.36531e-36	
N19	0.166006	0.182119	0.189423	0.173494	0.133711	0.0847502	0.0437356	0.0183198	0.00623426	0.00172906	0.000392625	7.33846e-05	1.1355e-05	1.46318e-06	1.57951e-07	1.43683e-08	1.10775e-09	7.27853e-11	4.09775e-12	1.98696e-13	8.33926e-15	3.04382e-16	9.70588e-18	2.71556e-19	6.69405e-21	1.45963e-22	2.82588e-24	4.87514e-26	7.52025e-28	1.04069e-29	1.29631e-31	1.4615e-33	1.54476e-35	2.52235e-37	
ADCATR_Bembidion_rapidum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_levigatum	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N20	0.000259142	0.000852052	0.00356464	0.0131882	0.0389658	0.0889575	0.154888	0.20438	0.203649	0.152903	0.0864128	0.0367552	0.011776	0.00284694	0.000520714	7.23029e-05	7.65349e-06	6.20575e-07	3.87495e-08	1.87394e-09	7.06111e-11	2.086e-12	4.86215e-14	8.99871e-16	1.33086e-17	1.58277e-19	1.52312e-21	1.19329e-23	7.65912e-26	4.06342e-28	1.85894e-30	1.11485e-32	2.84614e-34	1.93473e-35	
N21	0.000244027	0.000798322	0.0033554	0.012548	0.0375413	0.0867706	0.152826	0.203777	0.204965	0.15519	0.0883645	0.0378354	0.0121931	0.0029628	0.000544286	7.58575e-05	8.0546e-06	6.54732e-07	4.09621e-08	1.98382e-09	7.48271e-11	2.21195e-12	5.15742e-14	9.54623e-16	1.41179e-17	1.67893e-19	1.61591e-21	1.26865e-23	8.34478e-26	5.84926e-28	1.17942e-29	5.82999e-31	3.12755e-32	2.24802e-33	
N22	1.34027e-05	5.47735e-05	0.000309962	0.00160875	0.00682248	0.0227678	0.0588737	0.117043	0.178101	0.206943	0.183465	0.124169	0.0642712	0.0255167	0.0078008	0.00184518	0.000339562	4.89139e-05	5.55171e-06	4.99907e-07	3.59661e-08	2.08235e-09	9.77212e-11	3.74359e-12	1.17892e-13	3.07287e-15	6.67323e-17	1.21516e-18	1.86686e-20	2.43403e-22	2.70869e-24	2.58992e-26	2.19048e-28	2.65453e-30	
N23	3.88008e-06	1.85318e-05	0.000128112	0.000796274	0.00396317	0.0152917	0.0450845	0.100616	0.168828	0.21208	0.199105	0.139816	0.0736745	0.0292851	0.00884216	0.00204466	0.000365417	5.0962e-05	5.6012e-06	4.8998e-07	3.44464e-08	1.96451e-09	9.17091e-11	3.53462e-12	1.13388e-13	3.05079e-15	6.93442e-17	1.34062e-18	2.21855e-20	3.16152e-22	3.90182e-24	4.1987e-26	4.06621e-28	5.82817e-30	
N24	7.42117e-07	6.11211e-06	7.07627e-05	0.000665156	0.00457663	0.0222414	0.0743432	0.166966	0.24753	0.240403	0.153736	0.06573	0.0191851	0.00391098	0.000569573	6.0538e-05	4.78941e-06	2.87167e-07	1.3265e-08	4.79161e-10	1.37205e-11	3.1533e-13	5.88309e-15	9.00368e-17	1.14122e-18	1.20862e-20	1.07824e-22	8.16425e-25	5.28354e-27	2.9414e-29	1.41716e-31	5.94412e-34	2.20468e-36	1.07888e-38	
ADCATR_Bembidion_lampros	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_concolor	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_californicum	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N25	1.15713e-07	6.96341e-07	6.1588e-06	4.9692e-05	0.000329469	0.00174286	0.0072597	0.0236147	0.0596287	0.116385	0.175137	0.20299	0.181316	0.125062	0.0668237	0.0277748	0.00902408	0.00230429	0.000465116	7.46631e-05	9.59146e-06	9.92367e-07	8.32323e-08	5.6963e-09	3.20212e-10	1.48826e-11	5.75627e-13	1.8647e-14	5.09119e-16	1.17911e-17	2.33396e-19	4.00717e-21	6.32342e-23	1.47019e-24	
N26	2.29934e-09	3.48419e-08	7.11852e-07	1.17405e-05	0.000143574	0.0012645	0.00785169	0.033717	0.0984733	0.193124	0.252408	0.219459	0.127451	0.0499023	0.0133521	0.00248173	0.000326246	3.08979e-05	2.14669e-06	1.11321e-07	4.37931e-09	1.3268e-10	3.13925e-12	5.87557e-14	8.80264e-16	1.0672e-17	1.05758e-19	8.64665e-22	5.88264e-24	3.35695e-26	1.61881e-28	6.64846e-31	2.3837e-33	1.12282e-35	
ADCATR_Bembidion_inaequale	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N27	6.14071e-10	1.23789e-08	3.33081e-07	6.92969e-06	0.000103334	0.00107156	0.00753608	0.0351543	0.106921	0.20986	0.264686	0.214535	0.112142	0.0380787	0.0084983	0.00126732	0.000128846	9.12825e-06	4.60704e-07	1.69206e-08	4.61351e-10	9.51195e-12	1.50818e-13	1.86749e-15	1.83132e-17	1.4405e-19	9.19502e-22	4.8139e-24	2.08723e-26	7.56217e-29	2.30829e-31	5.982e-34	1.33408e-36	3.62942e-39	
N28	2.84491e-14	8.80596e-12	2.59461e-09	5.04697e-07	5.84564e-05	0.00355628	0.0920036	0.646358	0.234197	0.0228701	0.000935821	1.9686e-05	2.39499e-07	1.81992e-09	9.12525e-12	3.14789e-14	7.72468e-17	1.38627e-19	1.86277e-22	1.91288e-25	1.52836e-28	9.65358e-32	4.88924e-35	2.01104e-38	6.7954e-42	1.90606e-45	4.48005e-49	8.89983e-53	1.50605e-56	2.18664e-60	2.74193e-64	2.98809e-68	2.8615e-72	2.94912e-76	
ADCATR_Bembidion_obtusum	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_properans	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_levettei_carrianum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_levettei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N29	2.502e-05	0.000160064	0.00121611	0.00745375	0.0329744	0.0998447	0.200398	0.261551	0.22037	0.120379	0.0432433	0.0104317	0.00173141	0.000202716	1.71482e-05	1.07161e-06	5.04796e-08	1.82546e-09	5.1513e-11	1.15118e-12	2.06445e-14	3.00677e-16	3.59534e-18	3.56451e-20	2.95654e-22	2.06853e-24	1.23002e-26	6.25968e-29	2.74392e-31	1.04221e-33	3.44968e-36	1.00232e-38	2.64125e-41	9.46233e-44	
N30	4.08688e-06	3.89941e-05	0.000481817	0.00443012	0.0265621	0.0985708	0.219923	0.290134	0.224738	0.102378	0.0277084	0.00453875	0.000461376	2.99502e-05	1.2787e-06	3.69444e-08	7.41847e-10	1.06088e-11	1.10465e-13	8.54436e-16	4.99888e-18	2.24846e-20	7.89095e-23	2.18986e-25	4.86445e-28	8.74592e-31	1.28571e-33	1.5599e-36	1.57538e-39	1.33488e-42	9.55965e-46	5.82553e-49	3.04527e-52	1.72471e-55	
N31	3.99319e-11	2.27657e-09	1.39169e-07	5.92929e-06	0.000161221	0.00263815	0.0244509	0.120006	0.291342	0.33278	0.177001	0.0452911	0.00589224	0.000414282	1.67107e-05	4.08823e-07	6.37732e-09	6.62721e-11	4.76495e-13	2.44883e-15	9.25121e-18	2.63194e-20	5.75849e-23	9.8685e-26	1.34616e-28	1.48258e-31	1.3351e-34	9.94226e-38	6.18503e-41	3.24385e-44	1.44627e-47	5.52323e-51	1.82274e-54	6.49202e-58	
N32	9.40495e-14	1.89836e-11	3.64923e-09	4.28257e-07	2.82683e-05	0.000970581	0.0158523	0.112245	0.32162	0.361188	0.158134	0.0278073	0.00208036	7.18184e-05	1.24553e-06	1.17294e-08	6.41662e-11	2.15953e-13	4.69343e-16	6.8633e-19	6.99291e-22	5.1151e-25	2.75624e-28	1.11883e-31	3.48886e-35	8.50239e-39	1.64413e-42	2.55702e-46	3.2373e-50	3.37276e-54	2.92003e-58	2.11949e-62	1.30122e-66	7.83687e-71	
ADCATR_Bembidion_chalceum	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N33	9.29356e-14	1.89825e-11	3.68312e-09	4.3822e-07	2.94235e-05	0.00102486	0.0167892	0.117045	0.326404	0.357106	0.15321	0.0264055	0.00192085	6.41822e-05	1.08034e-06	9.96524e-09	5.41212e-11	1.83738e-13	4.09806e-16	6.25925e-19	6.77894e-22	5.36185e-25	3.17635e-28	1.44024e-31	5.09352e-35	1.42834e-38	3.22233e-42	5.92383e-46	8.97609e-50	1.13255e-53	1.20085e-57	1.07891e-61	8.28318e-66	6.38408e-70	
N34	1.80952e-12	4.22724e-10	8.83714e-08	1.10827e-05	0.000746064	0.0229613	0.244627	0.506396	0.198754	0.0251633	0.00130897	3.22288e-05	4.16828e-07	3.08281e-09	1.39851e-11	4.12217e-14	8.27669e-17	1.17704e-19	1.22464e-22	9.57944e-26	5.76529e-29	2.723e-32	1.02671e-35	3.13685e-39	7.86824e-43	1.63917e-46	2.86557e-50	4.24269e-54	5.36438e-58	5.83584e-62	5.49986e-66	4.51816e-70	3.25495e-74	2.34384e-78	
