NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	
N1	0.187825	0.17962	0.163725	0.141092	0.113715	0.0847202	0.0576958	0.0355612	0.0196729	0.00970339	0.0042452	0.00164103	0.00055895	0.000167436	4.40587e-05	1.01779e-05	2.06372e-06	3.67369e-07	5.7441e-08	7.89441e-09	9.54524e-10	1.01644e-10	9.54349e-12	7.91076e-13	7.43437e-17	1.89354e-17	4.54118e-18	1.02626e-18	2.1873e-19	4.40084e-20	8.36939e-21	1.50763e-21	2.58326e-22	4.25091e-23	6.87269e-24	1.15645e-24	2.61778e-25	
N2	0.0218087	0.0272322	0.0371796	0.0519178	0.0705754	0.0905626	0.107748	0.117646	0.1172	0.106178	0.0873239	0.06514	0.0440612	0.027027	0.0150394	0.0075961	0.00348483	0.0014533	0.000551449	0.000190572	6.00436e-05	1.72667e-05	4.53711e-06	1.09067e-06	2.40149e-07	4.84955e-08	8.99382e-09	1.53413e-09	2.41113e-10	3.49945e-11	4.70543e-12	5.8916e-13	6.93046e-14	7.78959e-15	8.6656e-16	1.03959e-16	1.86791e-17	
ADCANE_Nebria_brevicollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.015404	0.020116	0.0295982	0.0450799	0.0666561	0.0918956	0.115377	0.130165	0.130962	0.117013	0.0926331	0.0649022	0.0402296	0.0220631	0.0107104	0.00460526	0.0017554	0.000593738	0.000178396	4.76715e-05	1.13436e-05	2.40675e-06	4.55912e-07	7.72153e-08	1.17088e-08	1.59197e-09	1.94363e-10	2.13404e-11	2.11051e-12	1.88319e-13	1.51891e-14	1.10994e-15	7.37382e-17	4.48722e-18	2.56432e-19	1.53442e-20	1.64059e-21	
N4	0.00752676	0.00985637	0.0147134	0.0231932	0.0363473	0.0544381	0.0760912	0.0978871	0.114958	0.122654	0.118551	0.103622	0.0818276	0.0583479	0.0375626	0.0218334	0.0114615	0.00543617	0.00233083	0.000904005	0.000317387	0.000100952	2.91151e-05	7.62082e-06	1.8121e-06	3.91831e-07	7.71268e-08	1.38348e-08	2.26416e-09	3.38503e-10	4.63057e-11	5.81011e-12	6.71913e-13	7.24723e-14	7.54305e-15	8.4867e-16	1.61703e-16	
N5	4.44375e-13	7.7762e-12	1.61457e-10	2.93724e-09	4.57003e-08	6.00193e-07	6.56063e-06	5.87618e-05	0.00042387	0.0024163	0.0106686	0.0357486	0.08924	0.163667	0.21887	0.212795	0.150299	0.0771463	0.0288481	0.00791449	0.00161446	0.000249276	2.97076e-05	2.78556e-06	2.09185e-07	1.2784e-08	6.44913e-10	2.71951e-11	9.6933e-13	2.94959e-14	7.73186e-16	1.76115e-17	3.51901e-19	6.25202e-21	1.01357e-22	1.59436e-24	3.48325e-26	
ADCATR_Trechus_quadristriatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Trechus_obtusus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.00329942	0.00460355	0.00749876	0.0128883	0.0219221	0.0355866	0.0540059	0.0756974	0.0972804	0.114106	0.121815	0.118146	0.103987	0.0830033	0.0600648	0.0394013	0.0234316	0.0126357	0.00618108	0.00274412	0.00110629	0.000405274	0.000135011	4.09344e-05	1.13054e-05	2.84687e-06	6.54281e-07	1.3738e-07	2.63824e-08	4.63905e-09	7.47853e-10	1.10713e-10	1.50987e-11	1.91413e-12	2.3333e-13	3.13756e-14	7.62074e-15	
ADCATR_Perileptus_areolatus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCATR_Bembidion_ruficorne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.0127545	0.0199228	0.0355123	0.0613117	0.0955404	0.130301	0.153192	0.153983	0.13171	0.095608	0.0588111	0.0306359	0.0135142	0.00505042	0.00160032	0.000430469	9.8439e-05	1.91706e-05	3.1856e-06	4.52648e-07	5.51236e-08	5.76727e-09	5.19697e-10	4.04391e-11	2.72441e-12	1.5934e-13	8.11203e-15	3.60461e-16	1.40179e-17	4.7837e-19	1.43641e-20	3.80588e-22	8.92938e-24	1.86738e-25	3.55316e-27	6.70581e-29	1.94055e-30	
