NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	
N1	6.45045e-07	1.24284e-06	3.45568e-06	1.10169e-05	3.59011e-05	0.000113336	0.000337205	0.000930836	0.00236122	0.00547027	0.0115272	0.0220334	0.0381283	0.0596519	0.0842903	0.107494	0.123652	0.128247	0.11989	0.100998	0.0766601	0.0524223	0.0322954	0.0179247	0.00896354	0.00403905	0.00164029	0.000600473	0.000198201	5.90038e-05	1.58474e-05	3.84146e-06	8.40747e-07	1.66208e-07	2.96928e-08	4.796e-09	7.00743e-10	9.2667e-11	1.10975e-11	1.20425e-12	1.36119e-16	4.06685e-17	1.15773e-17	3.14132e-18	8.12677e-19	2.0053e-19	4.7212e-20	1.06095e-20	2.27647e-21	4.66576e-22	9.13767e-23	1.71068e-23	3.06257e-24	5.24516e-25	8.59718e-26	1.34913e-26	2.02786e-27	2.92112e-28	4.03627e-29	5.36089e-30	6.8854e-31	8.7134e-32	1.15543e-32	2.14835e-33	
N2	4.21258e-05	6.18013e-05	0.000111067	0.000220113	0.000449298	0.00090881	0.00178335	0.00335532	0.00601332	0.0102272	0.0164711	0.0250869	0.0361066	0.0490822	0.0629962	0.0763236	0.0872749	0.0941796	0.0959021	0.0921469	0.0835415	0.0714645	0.0576832	0.043933	0.0315745	0.0214147	0.0137072	0.00828121	0.00472269	0.00254268	0.00129259	0.000620528	0.000281364	0.00012052	4.87776e-05	1.86569e-05	6.74549e-06	2.30591e-06	7.45469e-07	2.27975e-07	6.59676e-08	1.80667e-08	4.68439e-09	1.15023e-09	2.67546e-10	5.89702e-11	1.23204e-11	2.4407e-12	4.58612e-13	8.17643e-14	1.38362e-14	2.22309e-15	3.39261e-16	4.91932e-17	6.77993e-18	8.88489e-19	1.10752e-19	1.31372e-20	1.4838e-21	1.59834e-22	1.65251e-23	1.68911e-24	1.95843e-25	4.33402e-26	
N3	0.000111175	0.000157091	0.000269475	0.000512909	0.0010107	0.00197403	0.00372875	0.00672273	0.0114898	0.0185483	0.0282292	0.0404621	0.0545886	0.0692963	0.0827526	0.0929522	0.098199	0.0975673	0.0911682	0.0801179	0.0662179	0.0514761	0.0376404	0.0258918	0.0167565	0.0102041	0.00584797	0.00315466	0.00160214	0.000766201	0.000345126	0.000146457	5.85675e-05	2.20767e-05	7.8464e-06	2.63025e-06	8.31859e-07	2.48298e-07	6.99699e-08	1.86217e-08	4.6822e-09	1.11267e-09	2.49992e-10	5.31253e-11	1.06822e-11	2.03316e-12	3.66449e-13	6.25693e-14	1.0125e-14	1.55342e-15	2.26065e-16	3.12179e-17	4.09247e-18	5.09523e-19	6.02731e-20	6.77719e-21	7.24656e-22	7.37182e-23	7.13927e-24	6.59167e-25	5.8341e-26	5.07958e-27	4.94163e-28	9.19687e-29	
N4	4.7068e-06	1.00134e-05	2.88456e-05	8.90095e-05	0.000267773	0.000755563	0.00196452	0.00466484	0.0100665	0.019683	0.0348059	0.0555883	0.0801072	0.104092	0.121905	0.128632	0.122279	0.104726	0.080823	0.0562278	0.0352789	0.0199755	0.0102146	0.00472133	0.00197443	0.000747841	0.000256838	8.00776e-05	2.26938e-05	5.85342e-06	1.37593e-06	2.95161e-07	5.78617e-08	1.03799e-08	1.70637e-09	2.57411e-10	3.56827e-11	4.55155e-12	5.34959e-13	5.80127e-14	5.81218e-15	5.38683e-16	4.62444e-17	3.68181e-18	2.72189e-19	1.87072e-20	1.19671e-21	7.13355e-23	3.9669e-24	2.06015e-25	1.00027e-26	4.54526e-28	1.93493e-29	7.72455e-31	2.89469e-32	1.01921e-33	3.37496e-35	1.052e-36	3.0899e-38	8.56436e-40	2.24831e-41	5.6724e-43	1.48207e-44	6.61921e-46	
N5	3.56176e-08	1.28788e-07	6.96657e-07	3.88717e-06	2.00305e-05	9.19564e-05	0.000370816	0.00130432	0.00398461	0.0105388	0.0240718	0.0473833	0.0802408	0.116741	0.14577	0.156117	0.143365	0.1129	0.0762776	0.0442491	0.0220654	0.00947201	0.00350623	0.00112138	0.000310534	7.463e-05	1.56036e-05	2.84542e-06	4.53744e-07	6.34406e-08	7.79792e-09	8.44904e-10	8.09114e-11	6.86645e-12	5.17732e-13	3.47727e-14	2.08556e-15	1.11975e-16	5.39478e-18	2.33772e-19	9.1319e-21	3.22283e-22	1.0298e-23	2.98542e-25	7.86814e-27	1.88887e-28	4.13822e-30	8.28908e-32	1.52072e-33	2.55972e-35	3.95967e-37	5.63832e-39	7.40192e-41	8.97226e-43	1.00568e-44	1.04386e-46	1.00471e-48	8.9793e-51	7.46124e-53	5.7716e-55	4.16166e-57	2.80458e-59	1.81368e-61	1.79539e-63	
ADCACA_Cychrus_caraboides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	4.62695e-09	2.06602e-08	1.48717e-07	1.08076e-06	7.01877e-06	3.95509e-05	0.000191554	0.000793325	0.00279856	0.00837998	0.021234	0.0454051	0.0817406	0.123651	0.156949	0.167008	0.148929	0.111323	0.0698059	0.0367682	0.0162969	0.00609193	0.00192553	0.000516121	0.000117684	2.29031e-05	3.81749e-06	5.46891e-07	6.75797e-08	7.229e-09	6.71792e-10	5.44272e-11	3.85769e-12	2.40017e-13	1.31522e-14	6.36799e-16	2.73283e-17	1.04268e-18	3.54726e-20	1.07915e-21	2.94379e-23	7.21981e-25	1.59607e-26	3.18832e-28	5.76885e-30	9.47624e-32	1.41633e-33	1.93022e-35	2.40356e-37	2.74017e-39	2.86553e-41	2.75387e-43	2.43651e-45	1.98805e-47	1.49845e-49	1.045e-51	6.75332e-54	4.05042e-56	2.25784e-58	1.1714e-60	5.66405e-63	2.55662e-65	1.09137e-67	6.72796e-70	
ADCACA_Pamborus_opacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Pamborus_tropicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
