NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	
N1	0.314459	0.265807	0.191595	0.1185	0.0631755	0.0291311	0.0116484	0.00404706	0.00122366	0.000322385	7.40859e-05	1.48639e-05	2.60563e-06	3.99391e-07	5.35671e-08	6.29098e-09	6.47402e-10	5.84237e-11	4.62711e-12	3.21897e-13	3.53591e-17	8.20597e-18	1.78888e-18	3.67071e-19	7.12261e-20	1.32169e-20	2.41346e-21	4.69429e-22	1.31423e-22	
N2	0.17155	0.17133	0.159465	0.13867	0.112845	0.0860183	0.0614528	0.0411571	0.0258422	0.0152117	0.00839369	0.00434123	0.00210438	0.000956024	0.000407047	0.000162432	6.07565e-05	2.13045e-05	7.00483e-06	2.16016e-06	6.25025e-07	1.69779e-07	4.33434e-08	1.04259e-08	2.37863e-09	5.24454e-10	1.17976e-10	3.14511e-11	1.38726e-11	
N3	0.0604713	0.0793633	0.107922	0.135728	0.151028	0.146438	0.122958	0.0890954	0.0555757	0.0297891	0.0137031	0.00540538	0.00182784	0.000529897	0.000131759	2.81213e-05	5.15718e-06	8.13711e-07	1.10627e-07	1.29815e-08	1.31739e-09	1.15886e-10	8.8635e-12	5.92283e-13	3.49012e-14	1.8538e-15	9.48859e-17	6.43548e-18	1.68731e-18	
N4	0.064223	0.0833938	0.111882	0.13881	0.152307	0.145457	0.120098	0.0853956	0.0521485	0.0272931	0.012224	0.00468053	0.00153131	0.00042803	0.000102243	2.0883e-05	3.65023e-06	5.46621e-07	7.02192e-08	7.74969e-09	7.36082e-10	6.02962e-11	4.2716e-12	2.62889e-13	1.41809e-14	6.85067e-16	3.14834e-17	1.66738e-18	1.94831e-19	
ADCACA_Calosoma_inquistor	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.0667838	0.0858637	0.113881	0.139896	0.152198	0.144252	0.11827	0.0835463	0.0507059	0.0263855	0.0117544	0.00447857	0.00145873	0.000406139	9.66885e-05	1.96946e-05	3.43548e-06	5.13804e-07	6.5974e-08	7.28449e-09	6.92877e-10	5.68931e-11	4.04367e-12	2.49775e-13	1.35096e-14	6.51331e-16	2.95107e-17	1.51789e-18	1.77647e-19	
ADCACA_Cychrus_caraboides	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.232769	0.249387	0.231951	0.164259	0.0830367	0.0295415	0.00747479	0.00137244	0.000187003	1.93246e-05	1.54502e-06	9.72934e-08	4.90276e-09	2.00495e-10	6.73712e-12	1.88084e-13	4.40575e-15	8.73603e-17	1.47806e-18	2.14919e-20	2.70337e-22	2.95924e-24	2.83459e-26	2.38831e-28	1.77955e-30	1.18119e-32	7.10183e-35	4.08905e-37	3.18253e-39	
N7	0.161465	0.366678	0.370114	0.0931349	0.0082681	0.000332068	7.02968e-06	8.68097e-08	6.72273e-10	3.44773e-12	1.22201e-14	3.09844e-17	5.78219e-20	8.134e-23	8.80287e-26	7.4589e-29	5.02445e-32	2.727e-35	1.20671e-38	4.3996e-42	1.33413e-45	3.39327e-49	7.29424e-53	1.33436e-56	2.09028e-60	2.82e-64	3.29376e-68	3.35839e-72	3.64492e-76	
