NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	
N1	0.338612	0.278549	0.190375	0.108845	0.05232	0.0212249	0.00728891	0.00212426	0.000526516	0.000111196	2.00435e-05	3.08852e-06	4.07438e-07	4.60821e-08	4.47484e-09	3.73606e-10	2.68577e-11	1.66493e-12	8.91417e-14	1.55672e-17	3.1205e-18	5.84289e-19	1.03572e-19	1.8772e-20	5.12506e-21	
N2	0.264483	0.244209	0.195102	0.135671	0.0825112	0.0440618	0.0207301	0.00861756	0.00317328	0.00103741	0.00030172	7.82189e-05	1.81089e-05	3.75112e-06	6.96576e-07	1.16204e-07	1.74563e-08	2.36824e-09	2.91277e-10	3.2658e-11	3.36592e-12	3.23116e-13	2.95607e-14	2.75593e-15	3.94883e-16	
ADCASC_Dyschirius_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.247477	0.23266	0.192348	0.140346	0.0905574	0.0517251	0.0261666	0.0117267	0.00465676	0.00163905	0.000511545	0.000141649	3.48257e-05	7.60918e-06	1.47903e-06	2.56053e-07	3.95319e-08	5.45046e-09	6.7209e-10	7.42418e-11	7.36339e-12	6.59181e-13	5.44444e-14	4.65705e-15	7.24018e-16	
N4	0.16747	0.176405	0.176039	0.159974	0.128619	0.0899581	0.0542422	0.0280668	0.0124348	0.00471309	0.00152833	0.000424294	0.000100965	2.06259e-05	3.62428e-06	5.48958e-07	7.18474e-08	8.14666e-09	8.02608e-10	6.89331e-11	5.18366e-12	3.43968e-13	2.06217e-14	1.24509e-15	1.33624e-16	
N5	0.144874	0.158957	0.168501	0.163025	0.13885	0.102174	0.0643683	0.0345643	0.0157889	0.00613202	0.00202562	0.000569767	0.000136695	2.80315e-05	4.9257e-06	7.43774e-07	9.68129e-08	1.09018e-08	1.06662e-09	9.11911e-11	6.87201e-12	4.63146e-13	2.86773e-14	1.74829e-15	1.62e-16	
N6	0.0402867	0.0589687	0.0962074	0.145728	0.184624	0.185726	0.144656	0.0862635	0.0392747	0.0136862	0.00367204	0.000764669	0.000124724	1.60888e-05	1.65748e-06	1.37716e-07	9.32016e-09	5.19046e-10	2.40502e-11	9.38887e-13	3.13477e-14	9.11993e-16	2.36991e-17	5.78235e-19	1.77623e-20	
N7	0.0403527	0.0591986	0.097079	0.147822	0.187537	0.187588	0.143955	0.0837074	0.0367542	0.0122134	0.00308982	0.000600001	9.02766e-05	1.06299e-05	9.8949e-07	7.35624e-08	4.41331e-09	2.16011e-10	8.73079e-12	2.95646e-13	8.54248e-15	2.15769e-16	4.9248e-18	1.07889e-19	3.05761e-21	
N8	0.0422146	0.0639737	0.107968	0.165029	0.203455	0.190501	0.131146	0.0652401	0.0232721	0.00594665	0.00109255	0.000145337	1.41262e-05	1.01366e-06	5.42958e-08	2.1957e-09	6.78095e-11	1.61791e-12	3.01803e-14	4.45712e-16	5.28417e-18	5.11366e-20	4.14413e-22	3.03916e-24	3.24904e-26	
N9	0.041855	0.0658184	0.114523	0.176274	0.213343	0.190922	0.12195	0.0544293	0.0167697	0.00354622	0.000514214	5.12644e-05	3.53283e-06	1.69545e-07	5.71705e-09	1.36813e-10	2.34869e-12	2.9253e-14	2.67437e-16	1.81618e-18	9.27404e-21	3.60592e-23	1.08261e-25	2.57898e-28	7.18281e-31	
N10	0.0323135	0.0520056	0.092848	0.148968	0.194402	0.196367	0.149455	0.0844986	0.0352831	0.0108822	0.00248974	0.000425537	5.48124e-05	5.37292e-06	4.04909e-07	2.3702e-08	1.08868e-09	3.96259e-11	1.15388e-12	2.71282e-14	5.19625e-16	8.19143e-18	1.08209e-19	1.2839e-21	2.15029e-23	
