NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
N1	0.10059	0.104319	0.110543	0.116645	0.119131	0.114845	0.102484	0.0834667	0.0614259	0.0405639	0.0239185	0.0125484	0.00584217	0.00240912	0.00087867	0.000283159	8.05688e-05	2.0232e-05	4.48281e-06	8.76374e-07	1.51189e-07	2.30234e-08	3.09619e-09	3.67903e-10	3.86521e-11	3.59317e-12	2.95809e-13	5.16033e-17	1.31306e-17	3.14882e-18	7.12032e-19	1.51911e-19	3.05963e-20	5.82108e-21	1.04679e-21	1.78041e-22	2.86606e-23	4.37064e-24	6.32405e-25	8.71897e-26	1.16151e-26	1.57579e-27	2.88167e-28	
N2	0.14499	0.137405	0.128907	0.118898	0.106911	0.0929129	0.0774317	0.0614688	0.0462311	0.0328014	0.021881	0.0136873	0.00801218	0.00438195	0.00223625	0.00106386	0.000471445	0.000194494	7.46662e-05	2.66657e-05	8.8574e-06	2.73615e-06	7.86035e-07	2.10007e-07	5.21873e-08	1.20644e-08	2.59508e-09	5.19537e-10	9.68354e-11	1.68094e-11	2.71854e-12	4.09789e-13	5.75989e-14	7.55264e-15	9.24319e-16	1.05634e-16	1.12794e-17	1.12606e-18	1.05238e-19	9.24513e-21	7.78607e-22	6.97493e-23	1.09604e-23	
N3	0.101204	0.100282	0.101866	0.103774	0.103763	0.100149	0.0922543	0.0805172	0.0662716	0.0512823	0.0372291	0.0253159	0.0161053	0.00957613	0.00531745	0.00275561	0.00133196	0.000600249	0.000252102	9.86527e-05	3.5962e-05	1.22103e-05	3.86135e-06	1.13732e-06	3.12029e-07	7.97489e-08	1.89912e-08	4.21481e-09	8.71999e-10	1.68229e-10	3.02749e-11	5.08423e-12	7.97086e-13	1.16711e-13	1.5968e-14	2.04245e-15	2.44396e-16	2.73856e-17	2.88012e-18	2.86176e-19	2.75206e-20	2.83982e-21	4.97997e-22	
N4	0.0592895	0.0624653	0.0702143	0.0803372	0.0902394	0.0973792	0.0997794	0.0964662	0.0876768	0.0747396	0.0596546	0.0445238	0.0310405	0.0201958	0.0122536	0.00692883	0.00364946	0.00178976	0.000816997	0.000347067	0.000137187	5.04534e-05	1.72644e-05	5.497e-06	1.6288e-06	4.49221e-07	1.15345e-07	2.75807e-08	6.14351e-09	1.27522e-09	2.46762e-10	4.45327e-11	7.49859e-12	1.17865e-12	1.73028e-13	2.37364e-14	3.04491e-15	3.65642e-16	4.12002e-17	4.38805e-18	4.53657e-19	5.07047e-20	9.5427e-21	
N5	5.20025e-08	2.14948e-07	1.25313e-06	6.94826e-06	3.43583e-05	0.000149748	0.000572518	0.00191274	0.00556395	0.0140428	0.0306494	0.0576699	0.0932879	0.129419	0.153676	0.155955	0.135136	0.0999431	0.0631007	0.0340369	0.0157061	0.00621115	0.00210973	0.000617106	0.000155892	3.41171e-05	6.48973e-06	1.07661e-06	1.56302e-07	1.99272e-08	2.23874e-09	2.22387e-10	1.95982e-11	1.53722e-12	1.07658e-13	6.75277e-15	3.80493e-16	1.93178e-17	8.86801e-19	3.70174e-20	1.427e-21	5.43708e-23	3.28942e-24	
N6	1.83188e-11	1.31749e-10	1.55349e-09	1.79624e-08	1.83019e-07	1.5983e-06	1.18317e-05	7.37153e-05	0.000384164	0.00166495	0.00596751	0.0175963	0.0424831	0.0836321	0.133785	0.17346	0.181976	0.154353	0.10587	0.0587833	0.0264741	0.00969886	0.00290103	0.000711589	0.000143852	2.40974e-05	3.36408e-06	3.93686e-07	3.88484e-08	3.25137e-09	2.32115e-10	1.42128e-11	7.50422e-13	3.43391e-14	1.36849e-15	4.77171e-17	1.46216e-18	3.95384e-20	9.47266e-22	2.0186e-23	3.84808e-25	6.81268e-27	1.86333e-28	
ADCACA_Calosoma_inquistor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCACA_Carabus_auronitens	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	3.03745e-19	1.66584e-17	1.16751e-15	7.31131e-14	3.81718e-12	1.61053e-10	5.38091e-09	1.39821e-07	2.77317e-06	4.11252e-05	0.00044569	0.00344229	0.0184493	0.0668186	0.159743	0.248005	0.248547	0.161512	0.0689189	0.0196644	0.00383294	0.000522219	5.08932e-05	3.62736e-06	1.93044e-07	7.81848e-09	2.45187e-10	6.04728e-12	1.18964e-13	1.89045e-15	2.4546e-17	2.63118e-19	2.35049e-21	1.76487e-23	1.12256e-25	6.09196e-28	2.83931e-30	1.14345e-32	4.00149e-35	1.22356e-37	3.29438e-40	8.06685e-43	2.55241e-45	
